P03S03 No dimensioning scenario     Mod  (Freq. ) - Jet Duration  CumFreq
023-02-01-G-DA\ME_EXBX\7.7DFX_Jet   1.23e-08    404.4   4.76e-07
023-02-01-G-DA\ME_EXBX\7.7DFO_Jet   3.52e-11    404.4   4.76e-07
023-02-01-G-DB\ME_EXBO\14.5DFO_Jet  6.54e-10    400.6   4.76e-07
023-02-01-G-DA\ME_EXBO\14.5DFO_Jet  6.54e-10    400.6   4.77e-07
023-02-01-G-DB\LM_EXBX\14.5DFX_Jet  6.42e-10    377.3   4.78e-07
023-02-01-G-DB\LM_EXBX\14.5DFO_Jet  1.92e-11    377.3   4.78e-07
023-02-01-G-DA\LM_EXBX\14.5DFX_Jet  6.42e-10    377.3   4.78e-07
023-02-01-G-DA\LM_EXBX\14.5DFO_Jet  1.92e-11    377.3   4.78e-07
045-02-01-G\LM_EOBO\14.5DFO_Jet     9.07e-08    374.3   5.69e-07
023-02-01-G-DB\ME_EXBO\7.7DFO_Jet   7.00e-09    371.4   5.76e-07
023-02-01-G-DA\ME_EXBO\7.7DFO_Jet   7.00e-09    371.4   5.83e-07
045-01-G\ME_EXBX\14.5DFX_Jet        1.06e-09    366.3   5.84e-07
045-01-G\ME_EXBX\14.5DFO_Jet        2.11e-11    366.3   5.84e-07
023-02-01-G-DB\LM_EXBO\14.5DFO_Jet  3.82e-09    362.3   5.88e-07
023-02-01-G-DA\LM_EXBO\14.5DFO_Jet  3.82e-09    362.3   5.92e-07
045-01-G\ME_EXBO\14.5DFO_Jet        4.20e-09    360.6   5.96e-07
045-02-01-G\LM_EOBO\7.7DFO_Jet      9.70e-07    346.6   1.57e-06
023-02-01-G-DB\LM_EXBX\7.7DFX_Jet   6.88e-09    345.6   1.57e-06
023-02-01-G-DB\LM_EXBX\7.7DFO_Jet   2.05e-10    345.6   1.57e-06
023-02-01-G-DA\LM_EXBX\7.7DFX_Jet   6.88e-09    345.6   1.58e-06
023-02-01-G-DA\LM_EXBX\7.7DFO_Jet   2.05e-10    345.6   1.58e-06
023-02-01-G-DB\LM_EXBO\7.7DFO_Jet   4.08e-08    332.7   1.62e-06
023-02-01-G-DA\LM_EXBO\7.7DFO_Jet   4.08e-08    332.7   1.66e-06
023-02-01-G-DB\ME_EOBX\14.5DFO_Jet  1.06e-10    329.8   1.66e-06
023-02-01-G-DA\ME_EOBX\14.5DFO_Jet  1.06e-10    329.8   1.66e-06
045-01-G\ME_EXBX\7.7DFX_Jet         1.14e-08    326.5   1.67e-06
045-01-G\ME_EXBX\7.7DFO_Jet         2.26e-10    326.5   1.67e-06
045-01-G\ME_EXBO\7.7DFO_Jet         4.50e-08    321.9   1.72e-06
023-02-01-G-DB\ME_EOBX\7.7DFO_Jet   1.14e-09    308.0   1.72e-06
023-02-01-G-DA\ME_EOBX\7.7DFO_Jet   1.14e-09    308.0   1.72e-06
023-02-01-G-DB\ME_EOBO\14.5DFO_Jet  2.12e-08    306.5   1.74e-06
023-02-01-G-DA\ME_EOBO\14.5DFO_Jet  2.12e-08    306.5   1.76e-06
023-02-01-G-DB\ME_EXBX\2.9FFX_Jet   1.27e-08    304.5   1.78e-06
023-02-01-G-DB\ME_EXBX\2.9FFO_Jet   3.63e-11    304.5   1.78e-06
023-02-01-G-DA\ME_EXBX\2.9FFX_Jet   1.27e-08    304.5   1.79e-06
023-02-01-G-DA\ME_EXBX\2.9FFO_Jet   3.63e-11    304.5   1.79e-06
023-02-01-G-DB\LM_EXBX\2.9FFX_Jet   7.09e-09    298.2   1.80e-06
023-02-01-G-DB\LM_EXBX\2.9FFO_Jet   2.12e-10    298.2   1.80e-06
023-02-01-G-DA\LM_EXBX\2.9FFX_Jet   7.09e-09    298.2   1.80e-06
023-02-01-G-DA\LM_EXBX\2.9FFO_Jet   2.12e-10    298.2   1.80e-06
045-01-G\ME_EXBX\2.9FFX_Jet         1.17e-08    293.6   1.82e-06
045-01-G\ME_EXBX\2.9FFO_Jet         2.33e-10    293.6   1.82e-06
023-02-01-G-DB\LM_EOBX\14.5DFO_Jet  6.20e-10    290.4   1.82e-06
023-02-01-G-DA\LM_EOBX\14.5DFO_Jet  6.20e-10    290.4   1.82e-06
045-01-G\ME_EXBO\2.9FFO_Jet         4.64e-08    289.8   1.86e-06
023-02-01-G-DB\LM_EXBO\2.9FFO_Jet   4.21e-08    288.5   1.91e-06
023-02-01-G-DA\LM_EXBO\2.9FFO_Jet   4.21e-08    288.5   1.95e-06
023-02-01-G-DB\ME_EOBO\7.7DFO_Jet   2.26e-07    287.6   2.17e-06
023-02-01-G-DA\ME_EOBO\7.7DFO_Jet   2.26e-07    287.6   2.40e-06
023-02-01-G-DB\ME_EXBO\2.9FFO_Jet   7.23e-09    284.5   2.41e-06
023-02-01-G-DA\ME_EXBO\2.9FFO_Jet   7.23e-09    284.5   2.41e-06
023-02-01-G-DB\LM_EOBO\14.5DFO_Jet  1.23e-07    281.1   2.54e-06
023-02-01-G-DA\LM_EOBO\14.5DFO_Jet  1.23e-07    281.1   2.66e-06
023-02-01-G-DB\LM_EOBX\7.7DFO_Jet   6.64e-09    269.8   2.67e-06
023-02-01-G-DA\LM_EOBX\7.7DFO_Jet   6.64e-09    269.8   2.67e-06
023-02-01-G-DB\LM_EOBO\7.7DFO_Jet   1.32e-06    261.9   4.00e-06
023-02-01-G-DA\LM_EOBO\7.7DFO_Jet   1.32e-06    261.9   5.32e-06
045-02-01-G\LM_EOBO\2.9FFO_Jet      1.00e-06    260.3   6.32e-06
023-01-01-G-DB\LM_EOBX\14.5DFO_Jet  9.10e-11    243.2   6.32e-06
023-01-01-G-DA\LM_EOBX\14.5DFO_Jet  9.10e-11    243.2   6.32e-06
023-02-01-G-DB\ME_EOBX\2.9FFO_Jet   1.17e-09    243.1   6.32e-06
023-02-01-G-DA\ME_EOBX\2.9FFO_Jet   1.17e-09    243.1   6.32e-06
023-02-01-G-DB\LM_EOBX\2.9FFO_Jet   6.85e-09    239.1   6.33e-06
023-02-01-G-DA\LM_EOBX\2.9FFO_Jet   6.85e-09    239.1   6.33e-06
023-01-01-G-DB\LM_EOBO\14.5DFO_Jet  1.81e-08    236.6   6.35e-06
023-01-01-G-DA\LM_EOBO\14.5DFO_Jet  1.81e-08    236.6   6.37e-06
023-02-01-G-DB\LM_EOBO\2.9FFO_Jet   1.36e-06    233.3   7.73e-06
023-02-01-G-DA\LM_EOBO\2.9FFO_Jet   1.36e-06    233.3   9.10e-06
023-02-01-G-DB\ME_EOBO\2.9FFO_Jet   2.34e-07    231.2   9.33e-06
023-02-01-G-DA\ME_EOBO\2.9FFO_Jet   2.34e-07    231.2   9.56e-06
023-01-01-G-DB\LM_EOBX\7.7DFO_Jet   9.74e-10    229.8   9.56e-06
023-01-01-G-DA\LM_EOBX\7.7DFO_Jet   9.74e-10    229.8   9.56e-06
023-01-01-G-DB\LM_EOBO\7.7DFO_Jet   1.94e-07    224.2   9.76e-06
023-01-01-G-DA\LM_EOBO\7.7DFO_Jet   1.94e-07    224.2   9.95e-06
045-01-G\MA_EXBX\14.5DFX_Jet        6.02e-10    210.6   9.95e-06
045-01-G\MA_EXBX\14.5DFO_Jet        1.20e-11    210.6   9.95e-06
045-01-G\MA_EXBO\14.5DFO_Jet        2.39e-09    210.3   9.96e-06
045-01-G\MA_EXBX\7.7DFX_Jet         6.45e-09    201.3   9.96e-06
045-01-G\MA_EXBX\7.7DFO_Jet         1.28e-10    201.3   9.96e-06
045-01-G\MA_EXBO\7.7DFO_Jet         2.55e-08    201.0   9.99e-06
023-01-01-G-DB\LM_EOBX\2.9FFO_Jet   1.01e-09    195.8   9.99e-06
023-01-01-G-DA\LM_EOBX\2.9FFO_Jet   1.01e-09    195.8   9.99e-06
045-01-G\MA_EXBX\2.9FFX_Jet         6.65e-09    194.9   1.00e-05
045-01-G\MA_EXBX\2.9FFO_Jet         1.32e-10    194.9   1.00e-05
045-01-G\MA_EXBO\2.9FFO_Jet         2.64e-08    194.6   1.00e-05
023-01-01-G-DB\LM_EOBO\2.9FFO_Jet   2.00e-07    192.7   1.02e-05
023-01-01-G-DA\LM_EOBO\2.9FFO_Jet   2.00e-07    192.7   1.04e-05
023-01-01-G-DB\ME_EOBX\7.7DFO_Jet   2.12e-09    170.9   1.04e-05
023-01-01-G-DA\ME_EOBX\7.7DFO_Jet   2.12e-09    170.9   1.04e-05
023-01-01-G-DB\ME_EOBX\14.5DFO_Jet  1.98e-10    170.2   1.04e-05
023-01-01-G-DA\ME_EOBX\14.5DFO_Jet  1.98e-10    170.2   1.04e-05
023-01-01-G-DB\ME_EOBO\7.7DFO_Jet   4.23e-07    167.2   1.08e-05
023-01-01-G-DA\ME_EOBO\7.7DFO_Jet   4.23e-07    167.2   1.13e-05
023-01-01-G-DB\ME_EOBO\14.5DFO_Jet  3.95e-08    166.6   1.13e-05
023-01-01-G-DA\ME_EOBO\14.5DFO_Jet  3.95e-08    166.6   1.14e-05
045-01-G\ME_EOBX\14.5DFO_Jet        1.04e-09    147.5   1.14e-05
045-01-G\ME_EOBO\14.5DFO_Jet        2.06e-07    147.5   1.16e-05
045-01-G\ME_EOBX\7.7DFO_Jet         1.11e-08    143.5   1.16e-05
045-01-G\ME_EOBO\7.7DFO_Jet         2.21e-06    143.5   1.38e-05
045-01-G\ME_EOBX\2.9FFO_Jet         1.14e-08    140.2   1.38e-05
045-01-G\ME_EOBO\2.9FFO_Jet         2.28e-06    140.2   1.61e-05
045-01-G\MA_EOBX\14.5DFO_Jet        5.87e-10    131.8   1.61e-05
045-01-G\MA_EOBO\14.5DFO_Jet        1.17e-07    131.8   1.62e-05
045-01-G\MA_EOBX\7.7DFO_Jet         6.29e-09    130.9   1.62e-05
045-01-G\MA_EOBO\7.7DFO_Jet         1.25e-06    130.9   1.74e-05
045-01-G\MA_EOBX\2.9FFO_Jet         6.49e-09    130.3   1.74e-05
045-01-G\MA_EOBO\2.9FFO_Jet         1.29e-06    130.3   1.87e-05
045-03-G\LM_EXBN\14.5DFX_Jet        0.00e+00      0.0   1.87e-05
045-03-G\LM_EXBN\14.5DFO_Jet        0.00e+00      0.0   1.87e-05
045-03-G\LM_EXBN\7.7DFX_Jet         0.00e+00      0.0   1.87e-05
045-03-G\LM_EXBN\7.7DFO_Jet         0.00e+00      0.0   1.87e-05
045-03-G\LM_EXBN\2.9FFX_Jet         0.00e+00      0.0   1.87e-05
045-03-G\LM_EXBN\2.9FFO_Jet         0.00e+00      0.0   1.87e-05
045-03-G\LM_EOBN\14.5DFO_Jet        0.00e+00      0.0   1.87e-05
045-03-G\LM_EOBN\7.7DFO_Jet         0.00e+00      0.0   1.87e-05
045-03-G\LM_EOBN\2.9FFO_Jet         0.00e+00      0.0   1.87e-05
045-02-02-L\LM_EXBN\14.5DFX_Jet     0.00e+00      0.0   1.87e-05
045-02-02-L\LM_EXBN\14.5DFO_Jet     0.00e+00      0.0   1.87e-05
045-02-02-L\LM_EXBN\7.7DFX_Jet      0.00e+00      0.0   1.87e-05
045-02-02-L\LM_EXBN\7.7DFO_Jet      0.00e+00      0.0   1.87e-05
045-02-02-L\LM_EXBN\2.9FFX_Jet      0.00e+00      0.0   1.87e-05
045-02-02-L\LM_EXBN\2.9FFO_Jet      0.00e+00      0.0   1.87e-05
045-02-02-L\LM_EOBN\14.5DFO_Jet     0.00e+00      0.0   1.87e-05
045-02-02-L\LM_EOBN\7.7DFO_Jet      0.00e+00      0.0   1.87e-05
045-02-02-L\LM_EOBN\2.9FFO_Jet      0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EXBX\14.5DFX_Jet     0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EXBX\14.5DFO_Jet     0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EXBX\7.7DFX_Jet      0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EXBX\7.7DFO_Jet      0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EXBX\2.9FFX_Jet      0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EXBX\2.9FFO_Jet      0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EXBO\14.5DFO_Jet     0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EXBO\7.7DFO_Jet      0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EXBO\2.9FFO_Jet      0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EOBX\14.5DFO_Jet     0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EOBX\7.7DFO_Jet      0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EOBX\2.9FFO_Jet      0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EOBO\14.5DFO_Jet     0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EOBO\7.7DFO_Jet      0.00e+00      0.0   1.87e-05
045-02-01-G\SM_EOBO\2.9FFO_Jet      0.00e+00      0.0   1.87e-05
045-01-G\SM_EXBX\14.5DFX_Jet        0.00e+00      0.0   1.87e-05
045-01-G\SM_EXBX\14.5DFO_Jet        0.00e+00      0.0   1.87e-05
045-01-G\SM_EXBX\7.7DFX_Jet         0.00e+00      0.0   1.87e-05
045-01-G\SM_EXBX\7.7DFO_Jet         0.00e+00      0.0   1.87e-05
045-01-G\SM_EXBX\2.9FFX_Jet         0.00e+00      0.0   1.87e-05
045-01-G\SM_EXBX\2.9FFO_Jet         0.00e+00      0.0   1.87e-05
045-01-G\SM_EXBO\14.5DFO_Jet        0.00e+00      0.0   1.87e-05
045-01-G\SM_EXBO\7.7DFO_Jet         0.00e+00      0.0   1.87e-05
045-01-G\SM_EXBO\2.9FFO_Jet         0.00e+00      0.0   1.87e-05
045-01-G\SM_EOBX\14.5DFO_Jet        0.00e+00      0.0   1.87e-05
045-01-G\SM_EOBX\7.7DFO_Jet         0.00e+00      0.0   1.87e-05
045-01-G\SM_EOBX\2.9FFO_Jet         0.00e+00      0.0   1.87e-05
045-01-G\SM_EOBO\14.5DFO_Jet        0.00e+00      0.0   1.87e-05
045-01-G\SM_EOBO\7.7DFO_Jet         0.00e+00      0.0   1.87e-05
045-01-G\SM_EOBO\2.9FFO_Jet         0.00e+00      0.0   1.87e-05
043-03-G\LM_EXBN\14.5DFX_Jet        0.00e+00      0.0   1.87e-05
043-03-G\LM_EXBN\14.5DFO_Jet        0.00e+00      0.0   1.87e-05
043-03-G\LM_EXBN\7.7DFX_Jet         0.00e+00      0.0   1.87e-05
043-03-G\LM_EXBN\7.7DFO_Jet         0.00e+00      0.0   1.87e-05
043-03-G\LM_EXBN\2.9FFX_Jet         0.00e+00      0.0   1.87e-05
043-03-G\LM_EXBN\2.9FFO_Jet         0.00e+00      0.0   1.87e-05
043-03-G\LM_EOBN\14.5DFO_Jet        0.00e+00      0.0   1.87e-05
043-03-G\LM_EOBN\7.7DFO_Jet         0.00e+00      0.0   1.87e-05
043-03-G\LM_EOBN\2.9FFO_Jet         0.00e+00      0.0   1.87e-05
043-03-G\ME_EXBN\14.5DFX_Jet        0.00e+00      0.0   1.87e-05
043-03-G\ME_EXBN\14.5DFO_Jet        0.00e+00      0.0   1.87e-05
043-03-G\ME_EXBN\7.7DFX_Jet         0.00e+00      0.0   1.87e-05
043-03-G\ME_EXBN\7.7DFO_Jet         0.00e+00      0.0   1.87e-05
043-03-G\ME_EXBN\2.9FFX_Jet         0.00e+00      0.0   1.87e-05
043-03-G\ME_EXBN\2.9FFO_Jet         0.00e+00      0.0   1.87e-05
043-03-G\ME_EOBN\14.5DFO_Jet        0.00e+00      0.0   1.87e-05
043-03-G\ME_EOBN\7.7DFO_Jet         0.00e+00      0.0   1.87e-05
043-03-G\ME_EOBN\2.9FFO_Jet         0.00e+00      0.0   1.87e-05
043-03-G\SM_EXBN\14.5DFX_Jet        0.00e+00      0.0   1.87e-05
043-03-G\SM_EXBN\14.5DFO_Jet        0.00e+00      0.0   1.87e-05
043-03-G\SM_EXBN\7.7DFX_Jet         0.00e+00      0.0   1.87e-05
043-03-G\SM_EXBN\7.7DFO_Jet         0.00e+00      0.0   1.87e-05
043-03-G\SM_EXBN\2.9FFX_Jet         0.00e+00      0.0   1.87e-05
043-03-G\SM_EXBN\2.9FFO_Jet         0.00e+00      0.0   1.87e-05
043-03-G\SM_EOBN\14.5DFO_Jet        0.00e+00      0.0   1.87e-05
043-03-G\SM_EOBN\7.7DFO_Jet         0.00e+00      0.0   1.87e-05
043-03-G\SM_EOBN\2.9FFO_Jet         0.00e+00      0.0   1.87e-05
023-02-02-L\LM_EXBN\14.5DFX_Jet     0.00e+00      0.0   1.87e-05
023-02-02-L\LM_EXBN\14.5DFO_Jet     0.00e+00      0.0   1.87e-05
023-02-02-L\LM_EXBN\7.7DFX_Jet      0.00e+00      0.0   1.87e-05
023-02-02-L\LM_EXBN\7.7DFO_Jet      0.00e+00      0.0   1.87e-05
023-02-02-L\LM_EXBN\2.9FFX_Jet      0.00e+00      0.0   1.87e-05
023-02-02-L\LM_EXBN\2.9FFO_Jet      0.00e+00      0.0   1.87e-05
023-02-02-L\LM_EOBN\14.5DFO_Jet     0.00e+00      0.0   1.87e-05
023-02-02-L\LM_EOBN\7.7DFO_Jet      0.00e+00      0.0   1.87e-05
023-02-02-L\LM_EOBN\2.9FFO_Jet      0.00e+00      0.0   1.87e-05
023-02-02-L\SM_EXBN\14.5DFX_Jet     0.00e+00      0.0   1.87e-05
023-02-02-L\SM_EXBN\14.5DFO_Jet     0.00e+00      0.0   1.87e-05
023-02-02-L\SM_EXBN\7.7DFX_Jet      0.00e+00      0.0   1.87e-05
023-02-02-L\SM_EXBN\7.7DFO_Jet      0.00e+00      0.0   1.87e-05
023-02-02-L\SM_EXBN\2.9FFX_Jet      0.00e+00      0.0   1.87e-05
023-02-02-L\SM_EXBN\2.9FFO_Jet      0.00e+00      0.0   1.87e-05
023-02-02-L\SM_EOBN\14.5DFO_Jet     0.00e+00      0.0   1.87e-05
023-02-02-L\SM_EOBN\7.7DFO_Jet      0.00e+00      0.0   1.87e-05
023-02-02-L\SM_EOBN\2.9FFO_Jet      0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EXBX\14.5DFX_Jet  0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EXBX\14.5DFO_Jet  0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EXBX\7.7DFX_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EXBX\7.7DFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EXBX\2.9FFX_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EXBX\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EXBO\14.5DFO_Jet  0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EXBO\7.7DFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EXBO\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EOBX\14.5DFO_Jet  0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EOBX\7.7DFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EOBX\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EOBO\14.5DFO_Jet  0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EOBO\7.7DFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DB\SM_EOBO\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EXBX\14.5DFX_Jet  0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EXBX\14.5DFO_Jet  0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EXBX\7.7DFX_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EXBX\7.7DFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EXBX\2.9FFX_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EXBX\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EXBO\14.5DFO_Jet  0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EXBO\7.7DFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EXBO\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EOBX\14.5DFO_Jet  0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EOBX\7.7DFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EOBX\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EOBO\14.5DFO_Jet  0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EOBO\7.7DFO_Jet   0.00e+00      0.0   1.87e-05
023-02-01-G-DA\SM_EOBO\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-01-02-L\LM_EXBN\14.5DFX_Jet     0.00e+00      0.0   1.87e-05
023-01-02-L\LM_EXBN\14.5DFO_Jet     0.00e+00      0.0   1.87e-05
023-01-02-L\LM_EXBN\7.7DFX_Jet      0.00e+00      0.0   1.87e-05
023-01-02-L\LM_EXBN\7.7DFO_Jet      0.00e+00      0.0   1.87e-05
023-01-02-L\LM_EXBN\2.9FFX_Jet      0.00e+00      0.0   1.87e-05
023-01-02-L\LM_EXBN\2.9FFO_Jet      0.00e+00      0.0   1.87e-05
023-01-02-L\LM_EOBN\14.5DFO_Jet     0.00e+00      0.0   1.87e-05
023-01-02-L\LM_EOBN\7.7DFO_Jet      0.00e+00      0.0   1.87e-05
023-01-02-L\LM_EOBN\2.9FFO_Jet      0.00e+00      0.0   1.87e-05
023-01-01-G-DB\ME_EXBX\2.9FFX_Jet   0.00e+00      0.0   1.87e-05
023-01-01-G-DB\ME_EXBX\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-01-01-G-DB\ME_EXBO\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-01-01-G-DB\ME_EOBX\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-01-01-G-DB\ME_EOBO\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-01-01-G-DB\SM_EXBX\14.5DFX_Jet  0.00e+00      0.0   1.87e-05
023-01-01-G-DB\SM_EXBX\14.5DFO_Jet  0.00e+00      0.0   1.87e-05
023-01-01-G-DB\SM_EXBX\7.7DFX_Jet   0.00e+00      0.0   1.87e-05
023-01-01-G-DB\SM_EXBX\7.7DFO_Jet   0.00e+00      0.0   1.87e-05
023-01-01-G-DB\SM_EXBX\2.9FFX_Jet   0.00e+00      0.0   1.87e-05
023-01-01-G-DB\SM_EXBX\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-01-01-G-DB\SM_EXBO\14.5DFO_Jet  0.00e+00      0.0   1.87e-05
023-01-01-G-DB\SM_EXBO\7.7DFO_Jet   0.00e+00      0.0   1.87e-05
023-01-01-G-DB\SM_EXBO\2.9FFO_Jet   0.00e+00      0.0   1.87e-05
023-01-01-G-DB\SM_EOBX\14.5DFO_Jet  0.00e+00      0.0   1.87e-05
