P04P05 No dimensioning scenario     Mod  (Freq. ) - Jet Duration  CumFreq
024-02-G-DC\ME_EXBX\7.7DFO_Jet      1.47e-10   2067.7   9.31e-07
024-02-G-DC\ME_EXBO\7.7DFO_Jet      2.92e-08   2067.7   9.61e-07
024-02-G-DB\ME_EXBX\7.7DFX_Jet      7.38e-09   2067.7   9.68e-07
024-02-G-DB\ME_EXBX\7.7DFO_Jet      1.47e-10   2067.7   9.68e-07
024-02-G-DB\ME_EXBO\7.7DFO_Jet      2.92e-08   2067.7   9.97e-07
024-02-G-DA\ME_EXBX\7.7DFX_Jet      2.22e-08   2067.7   1.02e-06
024-02-G-DA\ME_EXBX\7.7DFO_Jet      4.41e-10   2067.7   1.02e-06
024-02-G-DA\ME_EXBO\7.7DFO_Jet      8.77e-08   2067.7   1.11e-06
024-03-01-G\ME_EXBX\14.5DFX_Jet     8.99e-10   1999.3   1.11e-06
024-03-01-G\ME_EXBX\14.5DFO_Jet     2.68e-11   1999.3   1.11e-06
025-01-02-L\SM_EXBN\2.9FFX_Jet      5.13e-08   1977.6   1.16e-06
025-01-02-L\SM_EXBN\2.9FFO_Jet      9.74e-09   1977.6   1.17e-06
025-02-01-G\ME_EOBX\7.7DFO_Jet      3.30e-08   1942.9   1.20e-06
025-02-01-G\ME_EXBO\2.9FFO_Jet      2.10e-07   1860.7   1.41e-06
025-01-01-G\ME_EXBO\14.5DFO_Jet     6.55e-09   1849.5   1.42e-06
024-02-G-DC\ME_EXBX\2.9FFX_Jet      7.62e-09   1815.1   1.43e-06
024-02-G-DC\ME_EXBX\2.9FFO_Jet      1.52e-10   1815.1   1.43e-06
024-02-G-DC\ME_EXBO\2.9FFO_Jet      3.02e-08   1815.1   1.46e-06
024-02-G-DB\ME_EXBX\2.9FFX_Jet      7.62e-09   1815.1   1.46e-06
024-02-G-DB\ME_EXBX\2.9FFO_Jet      1.52e-10   1815.1   1.46e-06
024-02-G-DB\ME_EXBO\2.9FFO_Jet      3.02e-08   1815.1   1.49e-06
024-02-G-DA\ME_EXBX\2.9FFX_Jet      2.29e-08   1815.1   1.52e-06
024-02-G-DA\ME_EXBX\2.9FFO_Jet      4.55e-10   1815.1   1.52e-06
024-02-G-DA\ME_EXBO\2.9FFO_Jet      9.05e-08   1815.1   1.61e-06
024-03-01-G\ME_EXBX\7.7DFX_Jet      9.63e-09   1779.5   1.62e-06
024-03-01-G\ME_EXBX\7.7DFO_Jet      2.87e-10   1779.5   1.62e-06
024-03-01-G\ME_EOBX\14.5DFO_Jet     8.68e-10   1767.9   1.62e-06
024-02-G-DC\ME_EOBX\14.5DFO_Jet     6.73e-10   1733.1   1.62e-06
024-02-G-DB\ME_EOBX\14.5DFO_Jet     6.73e-10   1733.1   1.62e-06
024-02-G-DA\ME_EOBX\14.5DFO_Jet     2.02e-09   1733.1   1.62e-06
025-02-01-G\ME_EOBX\2.9FFO_Jet      3.40e-08   1681.0   1.66e-06
025-01-01-G\ME_EXBO\7.7DFO_Jet      7.02e-08   1648.2   1.73e-06
024-03-01-G\ME_EOBX\7.7DFO_Jet      9.29e-09   1575.5   1.74e-06
025-01-01-G\SM_EOBX\14.5DFO_Jet     5.78e-10   1574.9   1.74e-06
024-03-01-G\ME_EXBX\2.9FFX_Jet      9.93e-09   1562.2   1.75e-06
024-03-01-G\ME_EXBX\2.9FFO_Jet      2.97e-10   1562.2   1.75e-06
024-02-G-DC\ME_EOBX\7.7DFO_Jet      7.20e-09   1543.4   1.75e-06
024-02-G-DB\ME_EOBX\7.7DFO_Jet      7.20e-09   1543.4   1.76e-06
024-02-G-DA\ME_EOBX\7.7DFO_Jet      2.16e-08   1543.4   1.78e-06
025-01-01-G\SM_EOBX\7.7DFO_Jet      6.19e-09   1514.0   1.79e-06
025-02-02-L\LM_EXBN\14.5DFX_Jet     6.76e-10   1496.3   1.79e-06
025-02-02-L\LM_EXBN\14.5DFO_Jet     1.28e-10   1496.3   1.79e-06
025-02-02-L\LM_EXBN\7.7DFX_Jet      7.23e-09   1496.3   1.80e-06
025-02-02-L\LM_EXBN\7.7DFO_Jet      1.37e-09   1496.3   1.80e-06
025-02-02-L\LM_EXBN\2.9FFX_Jet      7.46e-09   1496.3   1.81e-06
025-02-02-L\LM_EXBN\2.9FFO_Jet      1.42e-09   1496.3   1.81e-06
025-01-01-G\ME_EXBO\2.9FFO_Jet      7.24e-08   1462.7   1.88e-06
025-01-02-L\LM_EXBN\7.7DFX_Jet      8.00e-09   1455.2   1.89e-06
025-01-02-L\LM_EXBN\7.7DFO_Jet      1.52e-09   1455.2   1.89e-06
025-01-02-L\LM_EXBN\2.9FFX_Jet      8.25e-09   1455.2   1.90e-06
025-01-02-L\LM_EXBN\2.9FFO_Jet      1.57e-09   1455.2   1.90e-06
025-01-02-L\LM_EXBN\14.5DFX_Jet     7.47e-10   1392.2   1.90e-06
025-01-02-L\LM_EXBN\14.5DFO_Jet     1.42e-10   1392.2   1.90e-06
024-03-01-G\ME_EOBX\2.9FFO_Jet      9.59e-09   1385.2   1.91e-06
024-02-G-DC\ME_EOBX\2.9FFO_Jet      7.43e-09   1359.1   1.92e-06
024-02-G-DB\ME_EOBX\2.9FFO_Jet      7.43e-09   1359.1   1.92e-06
024-02-G-DA\ME_EOBX\2.9FFO_Jet      2.23e-08   1359.1   1.95e-06
024-02-G-DC\SM_EOBX\14.5DFO_Jet     2.77e-10   1356.2   1.95e-06
024-02-G-DB\SM_EOBX\14.5DFO_Jet     2.77e-10   1356.2   1.95e-06
024-02-G-DA\SM_EOBX\14.5DFO_Jet     8.30e-10   1356.2   1.95e-06
024-03-01-G\ME_EXBO\14.5DFO_Jet     5.34e-09   1341.8   1.95e-06
025-02-01-G\ME_EOBO\14.5DFO_Jet     6.13e-07   1329.1   2.57e-06
025-01-02-L\SM_EOBN\2.9FFO_Jet      9.65e-07   1326.5   3.53e-06
024-03-01-G\SM_EXBX\14.5DFX_Jet     9.53e-09   1298.7   3.54e-06
024-03-01-G\SM_EXBX\14.5DFO_Jet     1.29e-11   1298.7   3.54e-06
025-01-01-G\ME_EOBX\14.5DFO_Jet     1.61e-09   1214.4   3.54e-06
024-03-01-G\ME_EXBO\7.7DFO_Jet      5.72e-08   1200.5   3.60e-06
025-02-01-G\ME_EOBO\7.7DFO_Jet      6.57e-06   1199.6   1.02e-05
024-03-01-G\ME_EOBO\14.5DFO_Jet     1.73e-07   1193.0   1.03e-05
024-02-G-DC\ME_EOBO\14.5DFO_Jet     1.34e-07   1187.5   1.05e-05
024-02-G-DB\ME_EOBO\14.5DFO_Jet     1.34e-07   1187.5   1.06e-05
024-02-G-DA\ME_EOBO\14.5DFO_Jet     4.02e-07   1187.5   1.10e-05
024-03-01-G\SM_EOBX\14.5DFO_Jet     4.16e-10   1154.5   1.10e-05
025-02-02-L\LM_EOBN\14.5DFO_Jet     1.27e-08   1134.0   1.10e-05
025-02-02-L\LM_EOBN\7.7DFO_Jet      1.36e-07   1134.0   1.12e-05
025-02-02-L\LM_EOBN\2.9FFO_Jet      1.40e-07   1134.0   1.13e-05
025-01-01-G\ME_EOBX\7.7DFO_Jet      1.73e-08   1087.5   1.13e-05
024-03-01-G\ME_EOBO\7.7DFO_Jet      1.85e-06   1069.2   1.32e-05
024-02-G-DC\ME_EOBO\7.7DFO_Jet      1.43e-06   1063.4   1.46e-05
024-02-G-DB\ME_EOBO\7.7DFO_Jet      1.43e-06   1063.4   1.60e-05
024-02-G-DA\ME_EOBO\7.7DFO_Jet      4.30e-06   1063.4   2.03e-05
024-03-01-G\ME_EXBO\2.9FFO_Jet      5.90e-08   1060.6   2.04e-05
025-02-01-G\ME_EOBO\2.9FFO_Jet      6.77e-06   1046.6   2.72e-05
025-01-02-L\LM_EOBN\7.7DFO_Jet      1.50e-07    987.7   2.73e-05
025-01-02-L\LM_EOBN\2.9FFO_Jet      1.55e-07    987.7   2.75e-05
025-01-01-G\ME_EOBX\2.9FFO_Jet      1.78e-08    970.5   2.75e-05
025-01-02-L\LM_EOBN\14.5DFO_Jet     1.41e-08    946.9   2.75e-05
024-03-01-G\ME_EOBO\2.9FFO_Jet      1.91e-06    946.8   2.94e-05
024-02-G-DC\ME_EOBO\2.9FFO_Jet      1.48e-06    942.7   3.09e-05
024-02-G-DB\ME_EOBO\2.9FFO_Jet      1.48e-06    942.7   3.24e-05
024-02-G-DA\ME_EOBO\2.9FFO_Jet      4.44e-06    942.7   3.68e-05
025-01-01-G\ME_EOBO\14.5DFO_Jet     3.21e-07    834.0   3.71e-05
024-02-G-DC\LM_EXBX\14.5DFX_Jet     3.73e-10    754.9   3.71e-05
024-02-G-DC\LM_EXBX\14.5DFO_Jet     7.43e-12    754.9   3.71e-05
024-02-G-DC\LM_EXBO\14.5DFO_Jet     1.48e-09    754.9   3.71e-05
024-02-G-DB\LM_EXBX\14.5DFX_Jet     3.73e-10    754.9   3.71e-05
024-02-G-DB\LM_EXBX\14.5DFO_Jet     7.43e-12    754.9   3.71e-05
024-02-G-DB\LM_EXBO\14.5DFO_Jet     1.48e-09    754.9   3.71e-05
024-02-G-DA\LM_EXBX\14.5DFX_Jet     1.12e-09    754.9   3.71e-05
024-02-G-DA\LM_EXBX\14.5DFO_Jet     2.23e-11    754.9   3.71e-05
024-02-G-DA\LM_EXBO\14.5DFO_Jet     4.43e-09    754.9   3.71e-05
025-01-01-G\ME_EOBO\7.7DFO_Jet      3.44e-06    752.7   4.06e-05
024-02-G-DC\LM_EXBX\7.7DFX_Jet      3.99e-09    738.6   4.06e-05
024-02-G-DC\LM_EXBX\7.7DFO_Jet      7.95e-11    738.6   4.06e-05
024-02-G-DC\LM_EXBO\7.7DFO_Jet      1.58e-08    738.6   4.06e-05
024-02-G-DB\LM_EXBX\7.7DFX_Jet      3.99e-09    738.6   4.06e-05
024-02-G-DB\LM_EXBX\7.7DFO_Jet      7.95e-11    738.6   4.06e-05
024-02-G-DB\LM_EXBO\7.7DFO_Jet      1.58e-08    738.6   4.06e-05
024-02-G-DA\LM_EXBX\7.7DFX_Jet      1.20e-08    738.6   4.06e-05
024-02-G-DA\LM_EXBX\7.7DFO_Jet      2.38e-10    738.6   4.06e-05
024-02-G-DA\LM_EXBO\7.7DFO_Jet      4.75e-08    738.6   4.07e-05
025-01-01-G\LM_EXBX\14.5DFX_Jet     9.85e-10    728.1   4.07e-05
025-01-01-G\LM_EXBX\14.5DFO_Jet     1.96e-11    728.1   4.07e-05
024-02-G-DC\LM_EXBX\2.9FFX_Jet      4.12e-09    725.0   4.07e-05
024-02-G-DC\LM_EXBX\2.9FFO_Jet      8.20e-11    725.0   4.07e-05
024-02-G-DC\LM_EXBO\2.9FFO_Jet      1.63e-08    725.0   4.07e-05
024-02-G-DB\LM_EXBX\2.9FFX_Jet      4.12e-09    725.0   4.07e-05
024-02-G-DB\LM_EXBX\2.9FFO_Jet      8.20e-11    725.0   4.07e-05
024-02-G-DB\LM_EXBO\2.9FFO_Jet      1.63e-08    725.0   4.07e-05
024-02-G-DA\LM_EXBX\2.9FFX_Jet      1.24e-08    725.0   4.07e-05
024-02-G-DA\LM_EXBX\2.9FFO_Jet      2.46e-10    725.0   4.07e-05
024-02-G-DA\LM_EXBO\2.9FFO_Jet      4.90e-08    725.0   4.08e-05
025-02-01-G\LM_EXBX\14.5DFX_Jet     1.88e-09    715.5   4.08e-05
025-02-01-G\LM_EXBX\14.5DFO_Jet     5.60e-11    715.5   4.08e-05
025-01-01-G\LM_EXBX\7.7DFX_Jet      1.05e-08    712.5   4.08e-05
025-01-01-G\LM_EXBX\7.7DFO_Jet      2.10e-10    712.5   4.08e-05
025-02-01-G\LM_EXBX\7.7DFX_Jet      2.01e-08    704.6   4.08e-05
025-02-01-G\LM_EXBX\7.7DFO_Jet      6.00e-10    704.6   4.08e-05
025-01-01-G\LM_EXBX\2.9FFX_Jet      1.09e-08    698.5   4.08e-05
025-01-01-G\LM_EXBX\2.9FFO_Jet      2.16e-10    698.5   4.08e-05
025-02-01-G\LM_EXBX\2.9FFX_Jet      2.07e-08    695.8   4.08e-05
025-02-01-G\LM_EXBX\2.9FFO_Jet      6.19e-10    695.8   4.08e-05
025-01-01-G\ME_EOBO\2.9FFO_Jet      3.55e-06    677.8   4.44e-05
025-01-01-G\LM_EXBO\14.5DFO_Jet     3.90e-09    675.5   4.44e-05
025-02-01-G\LM_EXBO\14.5DFO_Jet     1.12e-08    672.9   4.44e-05
025-02-01-G\LM_EXBO\7.7DFO_Jet      1.19e-07    663.9   4.45e-05
025-01-01-G\LM_EXBO\7.7DFO_Jet      4.18e-08    661.4   4.46e-05
025-02-01-G\LM_EXBO\2.9FFO_Jet      1.23e-07    654.5   4.47e-05
025-01-01-G\LM_EXBO\2.9FFO_Jet      4.31e-08    648.6   4.47e-05
024-02-G-DC\SM_EOBX\7.7DFO_Jet      2.96e-09    631.0   4.47e-05
024-02-G-DB\SM_EOBX\7.7DFO_Jet      2.96e-09    631.0   4.47e-05
024-02-G-DA\SM_EOBX\7.7DFO_Jet      8.88e-09    631.0   4.47e-05
024-03-01-G\LM_EXBX\14.5DFX_Jet     5.41e-10    502.8   4.47e-05
024-03-01-G\LM_EXBX\14.5DFO_Jet     1.62e-11    502.8   4.47e-05
024-03-01-G\LM_EXBX\7.7DFX_Jet      5.80e-09    493.4   4.47e-05
024-03-01-G\LM_EXBX\7.7DFO_Jet      1.73e-10    493.4   4.47e-05
024-03-01-G\LM_EXBX\2.9FFX_Jet      5.98e-09    485.6   4.48e-05
024-03-01-G\LM_EXBX\2.9FFO_Jet      1.79e-10    485.6   4.48e-05
024-03-01-G\LM_EXBO\14.5DFO_Jet     3.22e-09    476.0   4.48e-05
024-03-01-G\LM_EXBO\7.7DFO_Jet      3.44e-08    467.5   4.48e-05
024-03-01-G\LM_EXBO\2.9FFO_Jet      3.55e-08    460.2   4.48e-05
024-03-01-G\LM_EOBX\14.5DFO_Jet     5.23e-10    457.7   4.48e-05
024-02-G-DC\LM_EOBX\14.5DFO_Jet     3.64e-10    456.9   4.48e-05
024-02-G-DB\LM_EOBX\14.5DFO_Jet     3.64e-10    456.9   4.48e-05
024-02-G-DA\LM_EOBX\14.5DFO_Jet     1.09e-09    456.9   4.48e-05
024-03-01-G\LM_EOBX\7.7DFO_Jet      5.59e-09    449.5   4.48e-05
024-02-G-DC\LM_EOBX\7.7DFO_Jet      3.89e-09    448.7   4.48e-05
024-02-G-DB\LM_EOBX\7.7DFO_Jet      3.89e-09    448.7   4.48e-05
024-02-G-DA\LM_EOBX\7.7DFO_Jet      1.17e-08    448.7   4.49e-05
024-03-01-G\LM_EOBX\2.9FFO_Jet      5.77e-09    442.6   4.49e-05
024-02-G-DC\LM_EOBX\2.9FFO_Jet      4.02e-09    441.8   4.49e-05
024-02-G-DB\LM_EOBX\2.9FFO_Jet      4.02e-09    441.8   4.49e-05
024-02-G-DA\LM_EOBX\2.9FFO_Jet      1.21e-08    441.8   4.49e-05
025-02-01-G\LM_EOBX\14.5DFO_Jet     1.81e-09    441.6   4.49e-05
025-02-01-G\LM_EOBX\7.7DFO_Jet      1.94e-08    435.6   4.49e-05
024-02-G-DC\LM_EOBO\14.5DFO_Jet     7.24e-08    434.3   4.50e-05
024-02-G-DB\LM_EOBO\14.5DFO_Jet     7.24e-08    434.3   4.50e-05
024-02-G-DA\LM_EOBO\14.5DFO_Jet     2.17e-07    434.3   4.53e-05
024-03-01-G\LM_EOBO\14.5DFO_Jet     1.04e-07    434.2   4.54e-05
025-02-01-G\LM_EOBX\2.9FFO_Jet      2.00e-08    430.9   4.54e-05
024-03-01-G\LM_EOBO\7.7DFO_Jet      1.11e-06    426.8   4.65e-05
024-02-G-DC\LM_EOBO\7.7DFO_Jet      7.75e-07    426.5   4.73e-05
024-02-G-DB\LM_EOBO\7.7DFO_Jet      7.75e-07    426.5   4.81e-05
024-02-G-DA\LM_EOBO\7.7DFO_Jet      2.33e-06    426.5   5.04e-05
024-03-01-G\LM_EOBO\2.9FFO_Jet      1.15e-06    420.5   5.15e-05
024-02-G-DC\LM_EOBO\2.9FFO_Jet      8.00e-07    420.0   5.23e-05
024-02-G-DB\LM_EOBO\2.9FFO_Jet      8.00e-07    420.0   5.31e-05
024-02-G-DA\LM_EOBO\2.9FFO_Jet      2.40e-06    420.0   5.55e-05
025-02-01-G\LM_EOBO\14.5DFO_Jet     3.61e-07    419.5   5.59e-05
025-02-01-G\LM_EOBO\7.7DFO_Jet      3.86e-06    414.8   5.97e-05
025-02-01-G\LM_EOBO\2.9FFO_Jet      3.98e-06    410.0   6.37e-05
024-03-01-G\SM_EXBX\7.7DFX_Jet      1.02e-07    389.8   6.38e-05
024-03-01-G\SM_EXBX\7.7DFO_Jet      1.38e-10    389.8   6.38e-05
025-01-01-G\SM_EXBO\14.5DFO_Jet     2.35e-09    384.1   6.38e-05
025-01-01-G\LM_EOBX\14.5DFO_Jet     9.60e-10    377.7   6.38e-05
025-01-01-G\SM_EXBO\7.7DFO_Jet      2.51e-08    374.4   6.39e-05
025-01-01-G\LM_EOBX\7.7DFO_Jet      1.03e-08    371.2   6.39e-05
025-01-01-G\LM_EOBX\2.9FFO_Jet      1.06e-08    365.4   6.39e-05
024-03-01-G\SM_EOBX\7.7DFO_Jet      4.45e-09    358.7   6.39e-05
025-01-01-G\LM_EOBO\14.5DFO_Jet     1.91e-07    357.2   6.41e-05
025-01-01-G\LM_EOBO\7.7DFO_Jet      2.05e-06    351.4   6.61e-05
025-01-01-G\LM_EOBO\2.9FFO_Jet      2.11e-06    346.2   6.82e-05
024-02-G-DC\SM_EXBX\14.5DFX_Jet     6.27e-09    326.8   6.82e-05
024-02-G-DC\SM_EXBX\14.5DFO_Jet     5.65e-12    326.8   6.82e-05
024-02-G-DC\SM_EXBO\14.5DFO_Jet     1.12e-09    326.8   6.82e-05
024-02-G-DB\SM_EXBX\14.5DFX_Jet     6.27e-09    326.8   6.82e-05
024-02-G-DB\SM_EXBX\14.5DFO_Jet     5.65e-12    326.8   6.82e-05
024-02-G-DB\SM_EXBO\14.5DFO_Jet     1.12e-09    326.8   6.82e-05
024-02-G-DA\SM_EXBX\14.5DFX_Jet     1.88e-08    326.8   6.83e-05
024-02-G-DA\SM_EXBX\14.5DFO_Jet     1.69e-11    326.8   6.83e-05
024-02-G-DA\SM_EXBO\14.5DFO_Jet     3.37e-09    326.8   6.83e-05
024-01-02-L\SM_EXBN\2.9FFX_Jet      5.70e-08    247.8   6.83e-05
024-01-02-L\SM_EXBN\2.9FFO_Jet      2.17e-08    247.8   6.83e-05
025-01-01-G\SM_EOBO\14.5DFO_Jet     1.15e-07    247.5   6.85e-05
025-01-01-G\SM_EOBO\7.7DFO_Jet      1.23e-06    243.6   6.97e-05
024-02-G-DC\SM_EOBO\14.5DFO_Jet     5.51e-08    236.1   6.97e-05
024-02-G-DB\SM_EOBO\14.5DFO_Jet     5.51e-08    236.1   6.98e-05
024-02-G-DA\SM_EOBO\14.5DFO_Jet     1.65e-07    236.1   7.00e-05
024-03-01-G\SM_EXBO\14.5DFO_Jet     2.56e-09    230.5   7.00e-05
024-02-G-DC\SM_EXBX\7.7DFX_Jet      6.72e-08    223.2   7.00e-05
024-02-G-DC\SM_EXBX\7.7DFO_Jet      6.04e-11    223.2   7.00e-05
024-02-G-DC\SM_EXBO\7.7DFO_Jet      1.20e-08    223.2   7.00e-05
024-02-G-DB\SM_EXBX\7.7DFX_Jet      6.72e-08    223.2   7.01e-05
024-02-G-DB\SM_EXBX\7.7DFO_Jet      6.04e-11    223.2   7.01e-05
024-02-G-DB\SM_EXBO\7.7DFO_Jet      1.20e-08    223.2   7.01e-05
024-02-G-DA\SM_EXBX\7.7DFX_Jet      2.01e-07    223.2   7.03e-05
024-02-G-DA\SM_EXBX\7.7DFO_Jet      1.81e-10    223.2   7.03e-05
024-02-G-DA\SM_EXBO\7.7DFO_Jet      3.61e-08    223.2   7.04e-05
024-03-01-G\SM_EOBO\14.5DFO_Jet     8.28e-08    221.1   7.04e-05
024-01-02-L\LM_EXBN\7.7DFX_Jet      9.46e-09    204.8   7.05e-05
024-01-02-L\LM_EXBN\7.7DFO_Jet      3.59e-09    204.8   7.05e-05
024-01-02-L\LM_EXBN\2.9FFX_Jet      9.76e-09    204.8   7.05e-05
024-01-02-L\LM_EXBN\2.9FFO_Jet      3.71e-09    204.8   7.05e-05
024-02-G-DC\SM_EOBO\7.7DFO_Jet      5.89e-07    186.6   7.11e-05
024-02-G-DB\SM_EOBO\7.7DFO_Jet      5.89e-07    186.6   7.17e-05
024-02-G-DA\SM_EOBO\7.7DFO_Jet      1.77e-06    186.6   7.34e-05
024-03-01-G\SM_EXBO\7.7DFO_Jet      2.74e-08    171.2   7.34e-05
024-03-01-G\SM_EOBO\7.7DFO_Jet      8.87e-07    169.2   7.43e-05
024-01-02-L\SM_EOBN\2.9FFO_Jet      1.06e-06    150.2   7.54e-05
024-01-02-L\LM_EOBN\7.7DFO_Jet      1.76e-07    140.8   7.56e-05
024-01-02-L\LM_EOBN\2.9FFO_Jet      1.82e-07    140.8   7.58e-05
024-01-02-L\LM_EXBN\14.5DFX_Jet     8.84e-10    126.8   7.58e-05
024-01-02-L\LM_EXBN\14.5DFO_Jet     3.36e-10    126.8   7.58e-05
024-01-02-L\LM_EOBN\14.5DFO_Jet     1.65e-08    123.8   7.58e-05
025-02-02-L\SM_EXBN\14.5DFX_Jet     0.00e+00      0.0   7.58e-05
025-02-02-L\SM_EXBN\14.5DFO_Jet     0.00e+00      0.0   7.58e-05
025-02-02-L\SM_EXBN\7.7DFX_Jet      0.00e+00      0.0   7.58e-05
025-02-02-L\SM_EXBN\7.7DFO_Jet      0.00e+00      0.0   7.58e-05
025-02-02-L\SM_EOBN\14.5DFO_Jet     0.00e+00      0.0   7.58e-05
025-02-02-L\SM_EOBN\7.7DFO_Jet      0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EXBX\14.5DFX_Jet     0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EXBX\14.5DFO_Jet     0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EXBX\7.7DFX_Jet      0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EXBX\7.7DFO_Jet      0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EXBX\2.9FFX_Jet      0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EXBX\2.9FFO_Jet      0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EXBO\14.5DFO_Jet     0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EXBO\7.7DFO_Jet      0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EXBO\2.9FFO_Jet      0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EOBX\14.5DFO_Jet     0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EOBX\7.7DFO_Jet      0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EOBX\2.9FFO_Jet      0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EOBO\14.5DFO_Jet     0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EOBO\7.7DFO_Jet      0.00e+00      0.0   7.58e-05
025-02-01-G\SM_EOBO\2.9FFO_Jet      0.00e+00      0.0   7.58e-05
025-01-02-L\SM_EXBN\14.5DFX_Jet     0.00e+00      0.0   7.58e-05
025-01-02-L\SM_EXBN\14.5DFO_Jet     0.00e+00      0.0   7.58e-05
025-01-02-L\SM_EXBN\7.7DFX_Jet      0.00e+00      0.0   7.58e-05
025-01-02-L\SM_EXBN\7.7DFO_Jet      0.00e+00      0.0   7.58e-05
025-01-02-L\SM_EOBN\14.5DFO_Jet     0.00e+00      0.0   7.58e-05
025-01-02-L\SM_EOBN\7.7DFO_Jet      0.00e+00      0.0   7.58e-05
025-01-01-G\SM_EXBX\2.9FFX_Jet      0.00e+00      0.0   7.58e-05
025-01-01-G\SM_EXBX\2.9FFO_Jet      0.00e+00      0.0   7.58e-05
025-01-01-G\SM_EXBO\2.9FFO_Jet      0.00e+00      0.0   7.58e-05
025-01-01-G\SM_EOBX\2.9FFO_Jet      0.00e+00      0.0   7.58e-05
025-01-01-G\SM_EOBO\2.9FFO_Jet      0.00e+00      0.0   7.58e-05
024-03-02-L\LM_EXBN\14.5DFX_Jet     0.00e+00      0.0   7.58e-05
024-03-02-L\LM_EXBN\14.5DFO_Jet     0.00e+00      0.0   7.58e-05
024-03-02-L\LM_EXBN\7.7DFX_Jet      0.00e+00      0.0   7.58e-05
024-03-02-L\LM_EXBN\7.7DFO_Jet      0.00e+00      0.0   7.58e-05
024-03-02-L\LM_EXBN\2.9FFX_Jet      0.00e+00      0.0   7.58e-05
024-03-02-L\LM_EXBN\2.9FFO_Jet      0.00e+00      0.0   7.58e-05
