P02P03 No dimensioning scenario     Mod  (Freq. ) - Jet Duration  CumFreq
046-01-01-L\SM_EOBN\7.7DFO_Jet      6.14e-07   3600.0   1.11e-06
046-01-01-L\SM_EOBN\2.9FFO_Jet      6.34e-07   3600.0   1.74e-06
046-01-02-L\LM_EXBN\14.5DFX_Jet     2.27e-11   1987.9   1.74e-06
046-01-02-L\LM_EXBN\14.5DFO_Jet     4.30e-12   1987.9   1.74e-06
046-01-02-L\LM_EXBN\7.7DFX_Jet      2.42e-10   1987.9   1.74e-06
046-01-02-L\LM_EXBN\7.7DFO_Jet      4.61e-11   1987.9   1.74e-06
046-01-02-L\LM_EXBN\2.9FFX_Jet      2.50e-10   1987.9   1.74e-06
046-01-02-L\LM_EXBN\2.9FFO_Jet      4.75e-11   1987.9   1.74e-06
046-01-02-L\SM_EOBN\14.5DFO_Jet     2.86e-09    705.5   1.75e-06
046-01-02-L\SM_EOBN\7.7DFO_Jet      3.06e-08    705.5   1.78e-06
046-01-02-L\SM_EOBN\2.9FFO_Jet      3.16e-08    705.5   1.81e-06
046-01-03-L\LM_EXBN\14.5DFX_Jet     1.57e-10    357.6   1.81e-06
046-01-03-L\LM_EXBN\14.5DFO_Jet     2.99e-11    357.6   1.81e-06
046-01-03-L\LM_EXBN\7.7DFX_Jet      1.68e-09    357.6   1.81e-06
046-01-03-L\LM_EXBN\7.7DFO_Jet      3.20e-10    357.6   1.81e-06
046-01-03-L\LM_EXBN\2.9FFX_Jet      1.74e-09    357.6   1.81e-06
046-01-03-L\LM_EXBN\2.9FFO_Jet      3.30e-10    357.6   1.81e-06
046-01-03-L\LM_EOBN\14.5DFO_Jet     2.96e-09    223.3   1.82e-06
046-01-03-L\LM_EOBN\7.7DFO_Jet      3.16e-08    223.3   1.85e-06
046-01-03-L\LM_EOBN\2.9FFO_Jet      3.26e-08    223.3   1.88e-06
046-01-02-L\LM_EOBN\14.5DFO_Jet     4.26e-10    213.4   1.88e-06
046-01-02-L\LM_EOBN\7.7DFO_Jet      4.56e-09    213.4   1.88e-06
046-01-02-L\LM_EOBN\2.9FFO_Jet      4.71e-09    213.4   1.89e-06
046-02-L\LM_EXBN\14.5DFX_Jet        6.99e-11    176.9   1.89e-06
046-02-L\LM_EXBN\14.5DFO_Jet        1.33e-11    176.9   1.89e-06
046-02-L\LM_EXBN\7.7DFX_Jet         7.48e-10    176.9   1.89e-06
046-02-L\LM_EXBN\7.7DFO_Jet         1.42e-10    176.9   1.89e-06
046-02-L\LM_EXBN\2.9FFX_Jet         7.72e-10    176.9   1.89e-06
046-02-L\LM_EXBN\2.9FFO_Jet         1.47e-10    176.9   1.89e-06
046-02-L\LM_EOBN\14.5DFO_Jet        1.31e-09    145.2   1.89e-06
046-02-L\LM_EOBN\7.7DFO_Jet         1.41e-08    145.2   1.91e-06
046-02-L\LM_EOBN\2.9FFO_Jet         1.45e-08    145.2   1.92e-06
046-01-04-L\SM_EXBN\14.5DFX_Jet     7.85e-10    135.0   1.92e-06
046-01-04-L\SM_EXBN\14.5DFO_Jet     1.49e-10    135.0   1.92e-06
046-01-04-L\SM_EXBN\7.7DFX_Jet      8.40e-09    135.0   1.93e-06
046-01-04-L\SM_EXBN\7.7DFO_Jet      1.60e-09    135.0   1.93e-06
046-01-04-L\SM_EXBN\2.9FFX_Jet      8.67e-09    135.0   1.94e-06
046-01-04-L\SM_EXBN\2.9FFO_Jet      1.65e-09    135.0   1.94e-06
046-01-04-L\SM_EOBN\14.5DFO_Jet     1.48e-08    124.0   1.96e-06
046-01-04-L\SM_EOBN\7.7DFO_Jet      1.58e-07    124.0   2.12e-06
046-01-04-L\SM_EOBN\2.9FFO_Jet      1.63e-07    124.0   2.28e-06
046-03-L\LM_EXBN\14.5DFX_Jet        0.00e+00      0.0   2.28e-06
046-03-L\LM_EXBN\14.5DFO_Jet        0.00e+00      0.0   2.28e-06
046-03-L\LM_EXBN\7.7DFX_Jet         0.00e+00      0.0   2.28e-06
046-03-L\LM_EXBN\7.7DFO_Jet         0.00e+00      0.0   2.28e-06
046-03-L\LM_EXBN\2.9FFX_Jet         0.00e+00      0.0   2.28e-06
046-03-L\LM_EXBN\2.9FFO_Jet         0.00e+00      0.0   2.28e-06
046-03-L\LM_EOBN\14.5DFO_Jet        0.00e+00      0.0   2.28e-06
046-03-L\LM_EOBN\7.7DFO_Jet         0.00e+00      0.0   2.28e-06
046-03-L\LM_EOBN\2.9FFO_Jet         0.00e+00      0.0   2.28e-06
