P02S02 No dimensioning scenario     Mod  (Freq. ) - Jet Duration  CumFreq
046-01-01-L\SM_EXBN\7.7DFO_Jet      0.00e+00      0.0   1.48e-06
046-01-01-L\SM_EOBN\14.5DFO_Jet     0.00e+00      0.0   1.48e-06
046-01-01-L\SM_EOBN\7.7DFO_Jet      0.00e+00      0.0   1.48e-06
046-03-L\LM_EXBN\14.5DFX_Jet        0.00e+00      0.0   1.48e-06
046-03-L\LM_EXBN\14.5DFO_Jet        0.00e+00      0.0   1.48e-06
046-03-L\LM_EXBN\7.7DFX_Jet         0.00e+00      0.0   1.48e-06
046-03-L\LM_EXBN\7.7DFO_Jet         0.00e+00      0.0   1.48e-06
046-03-L\LM_EXBN\2.9FFX_Jet         0.00e+00      0.0   1.48e-06
046-03-L\LM_EXBN\2.9FFO_Jet         0.00e+00      0.0   1.48e-06
046-03-L\LM_EOBN\14.5DFO_Jet        0.00e+00      0.0   1.48e-06
046-03-L\LM_EOBN\7.7DFO_Jet         0.00e+00      0.0   1.48e-06
046-03-L\LM_EOBN\2.9FFO_Jet         0.00e+00      0.0   1.48e-06
046-02-L\LM_EXBN\14.5DFX_Jet        0.00e+00      0.0   1.48e-06
046-02-L\LM_EXBN\14.5DFO_Jet        0.00e+00      0.0   1.48e-06
046-02-L\LM_EOBN\14.5DFO_Jet        0.00e+00      0.0   1.48e-06
