P03P02 No dimensioning scenario     Mod  (Freq. ) - Jet Duration  CumFreq
023-02-02-L\LM_EXBN\2.9FFX_Jet      9.77e-10   2253.0   5.41e-06
023-02-02-L\LM_EXBN\2.9FFO_Jet      1.86e-10   2253.0   5.41e-06
023-01-02-L\LM_EOBN\14.5DFO_Jet     1.97e-07   2210.5   5.61e-06
045-02-01-G\LM_EXBO\14.5DFO_Jet     5.79e-09   2057.7   5.61e-06
045-02-01-G\LM_EOBX\14.5DFO_Jet     4.56e-10   2049.8   5.61e-06
045-02-01-G\LM_EXBO\7.7DFO_Jet      6.19e-08   1951.5   5.67e-06
023-02-02-L\LM_EXBN\7.7DFX_Jet      9.47e-10   1950.5   5.67e-06
023-02-02-L\LM_EXBN\7.7DFO_Jet      1.80e-10   1950.5   5.67e-06
045-02-01-G\LM_EOBX\7.7DFO_Jet      4.88e-09   1943.0   5.68e-06
045-02-01-G\LM_EXBO\2.9FFO_Jet      6.39e-08   1614.1   5.74e-06
045-02-01-G\LM_EOBX\2.9FFO_Jet      5.03e-09   1603.2   5.75e-06
045-03-G\LM_EOBN\7.7DFO_Jet         4.07e-07   1404.5   6.16e-06
045-03-G\LM_EOBN\2.9FFO_Jet         4.20e-07   1404.5   6.58e-06
045-01-G\SM_EXBX\14.5DFX_Jet        9.95e-09   1094.6   6.59e-06
045-01-G\SM_EXBX\14.5DFO_Jet        8.96e-12   1094.6   6.59e-06
045-01-G\SM_EXBX\7.7DFX_Jet         1.07e-07    876.1   6.69e-06
045-01-G\SM_EXBX\7.7DFO_Jet         9.59e-11    876.1   6.69e-06
023-02-02-L\LM_EOBN\2.9FFO_Jet      1.84e-08    847.7   6.71e-06
023-02-01-G-DB\ME_EXBX\14.5DFX_Jet  1.15e-09    766.4   6.71e-06
023-02-01-G-DB\ME_EXBX\14.5DFO_Jet  3.29e-12    766.4   6.71e-06
023-02-01-G-DA\ME_EXBX\14.5DFX_Jet  1.15e-09    766.4   6.71e-06
023-02-01-G-DA\ME_EXBX\14.5DFO_Jet  3.29e-12    766.4   6.71e-06
023-02-02-L\LM_EOBN\7.7DFO_Jet      1.78e-08    742.1   6.73e-06
023-02-01-G-DB\ME_EXBX\7.7DFX_Jet   1.23e-08    735.9   6.74e-06
023-02-01-G-DB\ME_EXBX\7.7DFO_Jet   3.52e-11    735.9   6.74e-06
023-02-01-G-DA\ME_EXBX\7.7DFX_Jet   1.23e-08    735.9   6.75e-06
023-02-01-G-DA\ME_EXBX\7.7DFO_Jet   3.52e-11    735.9   6.75e-06
045-02-01-G\LM_EOBO\14.5DFO_Jet     9.07e-08    716.8   6.85e-06
045-01-G\SM_EXBO\14.5DFO_Jet        1.78e-09    704.2   6.85e-06
023-02-01-G-DB\ME_EXBO\14.5DFO_Jet  6.54e-10    686.0   6.85e-06
023-02-01-G-DA\ME_EXBO\14.5DFO_Jet  6.54e-10    686.0   6.85e-06
045-02-01-G\LM_EOBO\7.7DFO_Jet      9.70e-07    685.1   7.82e-06
023-02-01-G-DB\ME_EXBO\7.7DFO_Jet   7.00e-09    659.5   7.83e-06
023-02-01-G-DA\ME_EXBO\7.7DFO_Jet   7.00e-09    659.5   7.83e-06
023-02-01-G-DB\ME_EXBX\2.9FFX_Jet   1.27e-08    638.1   7.85e-06
023-02-01-G-DB\ME_EXBX\2.9FFO_Jet   3.63e-11    638.1   7.85e-06
023-02-01-G-DA\ME_EXBX\2.9FFX_Jet   1.27e-08    638.1   7.86e-06
023-02-01-G-DA\ME_EXBX\2.9FFO_Jet   3.63e-11    638.1   7.86e-06
045-02-01-G\LM_EOBO\2.9FFO_Jet      1.00e-06    584.4   8.86e-06
045-01-G\SM_EXBO\7.7DFO_Jet         1.91e-08    576.2   8.88e-06
023-02-01-G-DB\ME_EXBO\2.9FFO_Jet   7.23e-09    574.5   8.89e-06
023-02-01-G-DA\ME_EXBO\2.9FFO_Jet   7.23e-09    574.5   8.89e-06
023-02-01-G-DB\ME_EOBX\14.5DFO_Jet  1.06e-10    542.7   8.89e-06
023-02-01-G-DA\ME_EOBX\14.5DFO_Jet  1.06e-10    542.7   8.89e-06
023-02-01-G-DB\ME_EOBX\7.7DFO_Jet   1.14e-09    522.9   8.89e-06
023-02-01-G-DA\ME_EOBX\7.7DFO_Jet   1.14e-09    522.9   8.90e-06
023-02-01-G-DB\LM_EXBX\14.5DFX_Jet  6.42e-10    501.1   8.90e-06
023-02-01-G-DB\LM_EXBX\14.5DFO_Jet  1.92e-11    501.1   8.90e-06
023-02-01-G-DA\LM_EXBX\14.5DFX_Jet  6.42e-10    501.1   8.90e-06
023-02-01-G-DA\LM_EXBX\14.5DFO_Jet  1.92e-11    501.1   8.90e-06
045-01-G\ME_EXBX\14.5DFX_Jet        1.06e-09    500.0   8.90e-06
045-01-G\ME_EXBX\14.5DFO_Jet        2.11e-11    500.0   8.90e-06
023-02-01-G-DB\ME_EOBO\14.5DFO_Jet  2.12e-08    491.5   8.92e-06
023-02-01-G-DA\ME_EOBO\14.5DFO_Jet  2.12e-08    491.5   8.94e-06
045-01-G\ME_EXBO\14.5DFO_Jet        4.20e-09    490.8   8.94e-06
023-01-01-G-DB\ME_EOBX\7.7DFO_Jet   2.12e-09    485.6   8.95e-06
023-01-01-G-DA\ME_EOBX\7.7DFO_Jet   2.12e-09    485.6   8.95e-06
023-01-01-G-DB\ME_EOBX\14.5DFO_Jet  1.98e-10    485.0   8.95e-06
023-01-01-G-DA\ME_EOBX\14.5DFO_Jet  1.98e-10    485.0   8.95e-06
023-02-01-G-DB\LM_EXBX\7.7DFX_Jet   6.88e-09    483.7   8.96e-06
023-02-01-G-DB\LM_EXBX\7.7DFO_Jet   2.05e-10    483.7   8.96e-06
023-02-01-G-DA\LM_EXBX\7.7DFX_Jet   6.88e-09    483.7   8.96e-06
023-02-01-G-DA\LM_EXBX\7.7DFO_Jet   2.05e-10    483.7   8.96e-06
023-02-01-G-DB\LM_EXBO\14.5DFO_Jet  3.82e-09    477.7   8.97e-06
023-02-01-G-DA\LM_EXBO\14.5DFO_Jet  3.82e-09    477.7   8.97e-06
023-02-01-G-DB\ME_EOBO\7.7DFO_Jet   2.26e-07    474.4   9.20e-06
023-02-01-G-DA\ME_EOBO\7.7DFO_Jet   2.26e-07    474.4   9.42e-06
045-01-G\ME_EXBX\7.7DFX_Jet         1.14e-08    463.7   9.44e-06
045-01-G\ME_EXBX\7.7DFO_Jet         2.26e-10    463.7   9.44e-06
023-02-01-G-DB\LM_EXBO\7.7DFO_Jet   4.08e-08    461.5   9.48e-06
023-02-01-G-DA\LM_EXBO\7.7DFO_Jet   4.08e-08    461.5   9.52e-06
023-02-01-G-DB\ME_EOBX\2.9FFO_Jet   1.17e-09    459.5   9.52e-06
023-02-01-G-DA\ME_EOBX\2.9FFO_Jet   1.17e-09    459.5   9.52e-06
045-01-G\ME_EXBO\7.7DFO_Jet         4.50e-08    455.4   9.56e-06
023-02-01-G-DB\LM_EXBX\2.9FFX_Jet   7.09e-09    450.6   9.57e-06
023-02-01-G-DB\LM_EXBX\2.9FFO_Jet   2.12e-10    450.6   9.57e-06
023-02-01-G-DA\LM_EXBX\2.9FFX_Jet   7.09e-09    450.6   9.58e-06
023-02-01-G-DA\LM_EXBX\2.9FFO_Jet   2.12e-10    450.6   9.58e-06
023-02-01-G-DB\LM_EXBO\2.9FFO_Jet   4.21e-08    430.7   9.62e-06
023-02-01-G-DA\LM_EXBO\2.9FFO_Jet   4.21e-08    430.7   9.66e-06
045-01-G\ME_EXBX\2.9FFX_Jet         1.17e-08    427.8   9.68e-06
045-01-G\ME_EXBX\2.9FFO_Jet         2.33e-10    427.8   9.68e-06
045-01-G\ME_EXBO\2.9FFO_Jet         4.64e-08    420.5   9.72e-06
023-01-01-G-DB\ME_EOBO\7.7DFO_Jet   4.23e-07    419.6   1.01e-05
023-01-01-G-DA\ME_EOBO\7.7DFO_Jet   4.23e-07    419.6   1.06e-05
023-02-01-G-DB\ME_EOBO\2.9FFO_Jet   2.34e-07    419.3   1.08e-05
023-02-01-G-DA\ME_EOBO\2.9FFO_Jet   2.34e-07    419.3   1.10e-05
023-01-01-G-DB\ME_EOBO\14.5DFO_Jet  3.95e-08    419.1   1.11e-05
023-01-01-G-DA\ME_EOBO\14.5DFO_Jet  3.95e-08    419.1   1.11e-05
023-01-01-G-DB\ME_EOBX\2.9FFO_Jet   2.19e-09    380.0   1.11e-05
023-01-01-G-DA\ME_EOBX\2.9FFO_Jet   2.19e-09    380.0   1.11e-05
023-02-01-G-DB\LM_EOBX\14.5DFO_Jet  6.20e-10    370.6   1.11e-05
023-02-01-G-DA\LM_EOBX\14.5DFO_Jet  6.20e-10    370.6   1.11e-05
023-02-01-G-DB\LM_EOBX\7.7DFO_Jet   6.64e-09    359.3   1.11e-05
023-02-01-G-DA\LM_EOBX\7.7DFO_Jet   6.64e-09    359.3   1.11e-05
023-02-01-G-DB\LM_EOBO\14.5DFO_Jet  1.23e-07    356.2   1.13e-05
023-02-01-G-DA\LM_EOBO\14.5DFO_Jet  1.23e-07    356.2   1.14e-05
045-01-G\SM_EXBX\2.9FFX_Jet         1.10e-07    355.9   1.15e-05
045-01-G\SM_EXBX\2.9FFO_Jet         9.89e-11    355.9   1.15e-05
023-02-01-G-DB\LM_EOBO\7.7DFO_Jet   1.32e-06    345.6   1.28e-05
023-02-01-G-DA\LM_EOBO\7.7DFO_Jet   1.32e-06    345.6   1.41e-05
023-02-01-G-DB\LM_EOBX\2.9FFO_Jet   6.85e-09    337.9   1.41e-05
023-02-01-G-DA\LM_EOBX\2.9FFO_Jet   6.85e-09    337.9   1.41e-05
023-01-01-G-DB\ME_EOBO\2.9FFO_Jet   4.36e-07    334.9   1.46e-05
023-01-01-G-DA\ME_EOBO\2.9FFO_Jet   4.36e-07    334.9   1.50e-05
023-02-01-G-DB\LM_EOBO\2.9FFO_Jet   1.36e-06    325.5   1.64e-05
023-02-01-G-DA\LM_EOBO\2.9FFO_Jet   1.36e-06    325.5   1.77e-05
023-01-01-G-DB\LM_EOBX\14.5DFO_Jet  9.10e-11    303.7   1.77e-05
023-01-01-G-DA\LM_EOBX\14.5DFO_Jet  9.10e-11    303.7   1.77e-05
023-01-01-G-DB\LM_EOBX\7.7DFO_Jet   9.74e-10    298.4   1.77e-05
023-01-01-G-DA\LM_EOBX\7.7DFO_Jet   9.74e-10    298.4   1.77e-05
023-01-01-G-DB\LM_EOBO\14.5DFO_Jet  1.81e-08    292.8   1.78e-05
023-01-01-G-DA\LM_EOBO\14.5DFO_Jet  1.81e-08    292.8   1.78e-05
023-01-01-G-DB\LM_EOBO\7.7DFO_Jet   1.94e-07    288.0   1.80e-05
023-01-01-G-DA\LM_EOBO\7.7DFO_Jet   1.94e-07    288.0   1.82e-05
023-01-01-G-DB\LM_EOBX\2.9FFO_Jet   1.01e-09    281.5   1.82e-05
023-01-01-G-DA\LM_EOBX\2.9FFO_Jet   1.01e-09    281.5   1.82e-05
023-01-01-G-DB\LM_EOBO\2.9FFO_Jet   2.00e-07    272.2   1.84e-05
023-01-01-G-DA\LM_EOBO\2.9FFO_Jet   2.00e-07    272.2   1.86e-05
045-01-G\SM_EXBO\2.9FFO_Jet         1.97e-08    271.5   1.86e-05
045-01-G\MA_EXBX\14.5DFX_Jet        6.02e-10    222.5   1.86e-05
045-01-G\MA_EXBX\14.5DFO_Jet        1.20e-11    222.5   1.86e-05
045-01-G\MA_EXBO\14.5DFO_Jet        2.39e-09    222.1   1.86e-05
045-01-G\SM_EOBX\14.5DFO_Jet        4.39e-10    221.0   1.86e-05
045-01-G\MA_EXBX\7.7DFX_Jet         6.45e-09    219.9   1.86e-05
045-01-G\MA_EXBX\7.7DFO_Jet         1.28e-10    219.9   1.86e-05
045-01-G\MA_EXBO\7.7DFO_Jet         2.55e-08    219.4   1.86e-05
045-01-G\MA_EXBX\2.9FFX_Jet         6.65e-09    217.5   1.86e-05
045-01-G\MA_EXBX\2.9FFO_Jet         1.32e-10    217.5   1.86e-05
045-01-G\MA_EXBO\2.9FFO_Jet         2.64e-08    217.1   1.87e-05
045-01-G\SM_EOBX\7.7DFO_Jet         4.70e-09    199.0   1.87e-05
045-01-G\SM_EOBO\14.5DFO_Jet        8.73e-08    192.4   1.88e-05
045-01-G\SM_EOBO\7.7DFO_Jet         9.35e-07    179.5   1.97e-05
045-01-G\ME_EOBX\14.5DFO_Jet        1.04e-09    161.0   1.97e-05
045-01-G\ME_EOBO\14.5DFO_Jet        2.06e-07    160.8   1.99e-05
045-01-G\ME_EOBX\7.7DFO_Jet         1.11e-08    157.4   1.99e-05
045-01-G\ME_EOBO\7.7DFO_Jet         2.21e-06    157.2   2.21e-05
045-01-G\ME_EOBX\2.9FFO_Jet         1.14e-08    153.8   2.21e-05
045-01-G\ME_EOBO\2.9FFO_Jet         2.28e-06    153.7   2.44e-05
045-01-G\SM_EOBX\2.9FFO_Jet         4.85e-09    146.5   2.44e-05
045-01-G\SM_EOBO\2.9FFO_Jet         9.65e-07    146.5   2.54e-05
045-01-G\MA_EOBX\14.5DFO_Jet        5.87e-10    133.0   2.54e-05
045-01-G\MA_EOBO\14.5DFO_Jet        1.17e-07    133.0   2.55e-05
045-01-G\MA_EOBX\7.7DFO_Jet         6.29e-09    132.8   2.55e-05
045-01-G\MA_EOBO\7.7DFO_Jet         1.25e-06    132.8   2.67e-05
045-01-G\MA_EOBX\2.9FFO_Jet         6.49e-09    132.5   2.67e-05
045-01-G\MA_EOBO\2.9FFO_Jet         1.29e-06    132.5   2.80e-05
045-03-G\LM_EXBN\14.5DFX_Jet        0.00e+00      0.0   2.80e-05
045-03-G\LM_EXBN\14.5DFO_Jet        0.00e+00      0.0   2.80e-05
045-03-G\LM_EOBN\14.5DFO_Jet        0.00e+00      0.0   2.80e-05
045-02-02-L\LM_EXBN\14.5DFX_Jet     0.00e+00      0.0   2.80e-05
045-02-02-L\LM_EXBN\14.5DFO_Jet     0.00e+00      0.0   2.80e-05
045-02-02-L\LM_EXBN\7.7DFX_Jet      0.00e+00      0.0   2.80e-05
045-02-02-L\LM_EXBN\7.7DFO_Jet      0.00e+00      0.0   2.80e-05
045-02-02-L\LM_EXBN\2.9FFX_Jet      0.00e+00      0.0   2.80e-05
045-02-02-L\LM_EXBN\2.9FFO_Jet      0.00e+00      0.0   2.80e-05
045-02-02-L\LM_EOBN\14.5DFO_Jet     0.00e+00      0.0   2.80e-05
045-02-02-L\LM_EOBN\7.7DFO_Jet      0.00e+00      0.0   2.80e-05
045-02-02-L\LM_EOBN\2.9FFO_Jet      0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EXBX\14.5DFX_Jet     0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EXBX\14.5DFO_Jet     0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EXBX\7.7DFX_Jet      0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EXBX\7.7DFO_Jet      0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EXBX\2.9FFX_Jet      0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EXBX\2.9FFO_Jet      0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EXBO\14.5DFO_Jet     0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EXBO\7.7DFO_Jet      0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EXBO\2.9FFO_Jet      0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EOBX\14.5DFO_Jet     0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EOBX\7.7DFO_Jet      0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EOBX\2.9FFO_Jet      0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EOBO\14.5DFO_Jet     0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EOBO\7.7DFO_Jet      0.00e+00      0.0   2.80e-05
045-02-01-G\SM_EOBO\2.9FFO_Jet      0.00e+00      0.0   2.80e-05
043-03-G\LM_EXBN\14.5DFX_Jet        0.00e+00      0.0   2.80e-05
043-03-G\LM_EXBN\14.5DFO_Jet        0.00e+00      0.0   2.80e-05
043-03-G\LM_EXBN\7.7DFX_Jet         0.00e+00      0.0   2.80e-05
043-03-G\LM_EXBN\7.7DFO_Jet         0.00e+00      0.0   2.80e-05
043-03-G\LM_EXBN\2.9FFX_Jet         0.00e+00      0.0   2.80e-05
043-03-G\LM_EXBN\2.9FFO_Jet         0.00e+00      0.0   2.80e-05
043-03-G\LM_EOBN\14.5DFO_Jet        0.00e+00      0.0   2.80e-05
043-03-G\LM_EOBN\7.7DFO_Jet         0.00e+00      0.0   2.80e-05
043-03-G\LM_EOBN\2.9FFO_Jet         0.00e+00      0.0   2.80e-05
043-03-G\ME_EXBN\14.5DFX_Jet        0.00e+00      0.0   2.80e-05
043-03-G\ME_EXBN\14.5DFO_Jet        0.00e+00      0.0   2.80e-05
043-03-G\ME_EXBN\7.7DFX_Jet         0.00e+00      0.0   2.80e-05
043-03-G\ME_EXBN\7.7DFO_Jet         0.00e+00      0.0   2.80e-05
043-03-G\ME_EXBN\2.9FFX_Jet         0.00e+00      0.0   2.80e-05
043-03-G\ME_EXBN\2.9FFO_Jet         0.00e+00      0.0   2.80e-05
043-03-G\ME_EOBN\14.5DFO_Jet        0.00e+00      0.0   2.80e-05
043-03-G\ME_EOBN\7.7DFO_Jet         0.00e+00      0.0   2.80e-05
043-03-G\ME_EOBN\2.9FFO_Jet         0.00e+00      0.0   2.80e-05
043-03-G\SM_EXBN\14.5DFX_Jet        0.00e+00      0.0   2.80e-05
043-03-G\SM_EXBN\14.5DFO_Jet        0.00e+00      0.0   2.80e-05
043-03-G\SM_EXBN\7.7DFX_Jet         0.00e+00      0.0   2.80e-05
043-03-G\SM_EXBN\7.7DFO_Jet         0.00e+00      0.0   2.80e-05
043-03-G\SM_EXBN\2.9FFX_Jet         0.00e+00      0.0   2.80e-05
043-03-G\SM_EXBN\2.9FFO_Jet         0.00e+00      0.0   2.80e-05
043-03-G\SM_EOBN\14.5DFO_Jet        0.00e+00      0.0   2.80e-05
043-03-G\SM_EOBN\7.7DFO_Jet         0.00e+00      0.0   2.80e-05
043-03-G\SM_EOBN\2.9FFO_Jet         0.00e+00      0.0   2.80e-05
023-02-02-L\LM_EXBN\14.5DFX_Jet     0.00e+00      0.0   2.80e-05
023-02-02-L\LM_EXBN\14.5DFO_Jet     0.00e+00      0.0   2.80e-05
023-02-02-L\LM_EOBN\14.5DFO_Jet     0.00e+00      0.0   2.80e-05
023-02-02-L\SM_EXBN\14.5DFX_Jet     0.00e+00      0.0   2.80e-05
023-02-02-L\SM_EXBN\14.5DFO_Jet     0.00e+00      0.0   2.80e-05
023-02-02-L\SM_EXBN\7.7DFX_Jet      0.00e+00      0.0   2.80e-05
023-02-02-L\SM_EXBN\7.7DFO_Jet      0.00e+00      0.0   2.80e-05
023-02-02-L\SM_EXBN\2.9FFX_Jet      0.00e+00      0.0   2.80e-05
023-02-02-L\SM_EXBN\2.9FFO_Jet      0.00e+00      0.0   2.80e-05
023-02-02-L\SM_EOBN\14.5DFO_Jet     0.00e+00      0.0   2.80e-05
023-02-02-L\SM_EOBN\7.7DFO_Jet      0.00e+00      0.0   2.80e-05
023-02-02-L\SM_EOBN\2.9FFO_Jet      0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EXBX\14.5DFX_Jet  0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EXBX\14.5DFO_Jet  0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EXBX\7.7DFX_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EXBX\7.7DFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EXBX\2.9FFX_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EXBX\2.9FFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EXBO\14.5DFO_Jet  0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EXBO\7.7DFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EXBO\2.9FFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EOBX\14.5DFO_Jet  0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EOBX\7.7DFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EOBX\2.9FFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EOBO\14.5DFO_Jet  0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EOBO\7.7DFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DB\SM_EOBO\2.9FFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EXBX\14.5DFX_Jet  0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EXBX\14.5DFO_Jet  0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EXBX\7.7DFX_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EXBX\7.7DFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EXBX\2.9FFX_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EXBX\2.9FFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EXBO\14.5DFO_Jet  0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EXBO\7.7DFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EXBO\2.9FFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EOBX\14.5DFO_Jet  0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EOBX\7.7DFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EOBX\2.9FFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EOBO\14.5DFO_Jet  0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EOBO\7.7DFO_Jet   0.00e+00      0.0   2.80e-05
023-02-01-G-DA\SM_EOBO\2.9FFO_Jet   0.00e+00      0.0   2.80e-05
023-01-01-G-DB\SM_EXBX\14.5DFX_Jet  0.00e+00      0.0   2.80e-05
023-01-01-G-DB\SM_EXBX\14.5DFO_Jet  0.00e+00      0.0   2.80e-05
023-01-01-G-DB\SM_EXBX\7.7DFX_Jet   0.00e+00      0.0   2.80e-05
023-01-01-G-DB\SM_EXBX\7.7DFO_Jet   0.00e+00      0.0   2.80e-05
