P03S02 No dimensioning scenario     Mod  (Freq. ) - Jet Duration  CumFreq
045-01-G\ME_EXBX\14.5DFX_Jet        1.06e-09    328.9   2.84e-07
045-01-G\ME_EXBX\14.5DFO_Jet        2.11e-11    328.9   2.84e-07
045-01-G\ME_EXBO\14.5DFO_Jet        4.20e-09    324.2   2.88e-07
023-02-01-G-DB\LM_EXBO\14.5DFO_Jet  3.82e-09    319.6   2.92e-07
023-02-01-G-DA\LM_EXBO\14.5DFO_Jet  3.82e-09    319.6   2.96e-07
023-02-01-G-DB\ME_EXBO\14.5DFO_Jet  6.54e-10    317.5   2.96e-07
023-02-01-G-DA\ME_EXBO\14.5DFO_Jet  6.54e-10    317.5   2.97e-07
023-02-01-G-DB\ME_EXBX\7.7DFX_Jet   1.23e-08    309.2   3.09e-07
023-02-01-G-DB\ME_EXBX\7.7DFO_Jet   3.52e-11    309.2   3.10e-07
023-02-01-G-DA\ME_EXBX\7.7DFX_Jet   1.23e-08    309.2   3.22e-07
023-02-01-G-DA\ME_EXBX\7.7DFO_Jet   3.52e-11    309.2   3.22e-07
023-02-01-G-DB\LM_EXBX\7.7DFX_Jet   6.88e-09    299.7   3.29e-07
023-02-01-G-DB\LM_EXBX\7.7DFO_Jet   2.05e-10    299.7   3.29e-07
023-02-01-G-DA\LM_EXBX\7.7DFX_Jet   6.88e-09    299.7   3.36e-07
023-02-01-G-DA\LM_EXBX\7.7DFO_Jet   2.05e-10    299.7   3.36e-07
045-01-G\ME_EXBX\7.7DFX_Jet         1.14e-08    291.0   3.47e-07
045-01-G\ME_EXBX\7.7DFO_Jet         2.26e-10    291.0   3.48e-07
023-02-01-G-DB\LM_EXBO\7.7DFO_Jet   4.08e-08    289.8   3.88e-07
023-02-01-G-DA\LM_EXBO\7.7DFO_Jet   4.08e-08    289.8   4.29e-07
023-02-01-G-DB\ME_EXBO\7.7DFO_Jet   7.00e-09    288.6   4.36e-07
023-02-01-G-DA\ME_EXBO\7.7DFO_Jet   7.00e-09    288.6   4.43e-07
045-01-G\ME_EXBO\7.7DFO_Jet         4.50e-08    287.3   4.88e-07
045-02-01-G\LM_EOBO\14.5DFO_Jet     9.07e-08    285.2   5.79e-07
023-02-01-G-DB\ME_EOBX\14.5DFO_Jet  1.06e-10    267.8   5.79e-07
023-02-01-G-DA\ME_EOBX\14.5DFO_Jet  1.06e-10    267.8   5.79e-07
023-02-01-G-DB\LM_EOBX\14.5DFO_Jet  6.20e-10    260.7   5.80e-07
023-02-01-G-DA\LM_EOBX\14.5DFO_Jet  6.20e-10    260.7   5.80e-07
045-02-01-G\LM_EOBO\7.7DFO_Jet      9.70e-07    258.9   1.55e-06
045-01-G\ME_EXBX\2.9FFX_Jet         1.17e-08    258.6   1.56e-06
045-01-G\ME_EXBX\2.9FFO_Jet         2.33e-10    258.6   1.56e-06
045-01-G\ME_EXBO\2.9FFO_Jet         4.64e-08    255.7   1.61e-06
023-02-01-G-DB\LM_EOBO\14.5DFO_Jet  1.23e-07    253.5   1.73e-06
023-02-01-G-DA\LM_EOBO\14.5DFO_Jet  1.23e-07    253.5   1.86e-06
023-02-01-G-DB\LM_EXBX\2.9FFX_Jet   7.09e-09    252.6   1.86e-06
023-02-01-G-DB\LM_EXBX\2.9FFO_Jet   2.12e-10    252.6   1.86e-06
023-02-01-G-DA\LM_EXBX\2.9FFX_Jet   7.09e-09    252.6   1.87e-06
023-02-01-G-DA\LM_EXBX\2.9FFO_Jet   2.12e-10    252.6   1.87e-06
023-02-01-G-DB\ME_EOBO\14.5DFO_Jet  2.12e-08    252.6   1.89e-06
023-02-01-G-DA\ME_EOBO\14.5DFO_Jet  2.12e-08    252.6   1.91e-06
045-02-01-G\LM_EXBO\2.9FFO_Jet      6.39e-08    250.4   1.98e-06
023-02-01-G-DB\ME_EOBX\7.7DFO_Jet   1.14e-09    246.2   1.98e-06
023-02-01-G-DA\ME_EOBX\7.7DFO_Jet   1.14e-09    246.2   1.98e-06
023-02-01-G-DB\LM_EXBO\2.9FFO_Jet   4.21e-08    245.9   2.02e-06
023-02-01-G-DA\LM_EXBO\2.9FFO_Jet   4.21e-08    245.9   2.06e-06
023-02-01-G-DB\LM_EOBX\7.7DFO_Jet   6.64e-09    240.1   2.07e-06
023-02-01-G-DA\LM_EOBX\7.7DFO_Jet   6.64e-09    240.1   2.08e-06
023-02-01-G-DB\LM_EOBO\7.7DFO_Jet   1.32e-06    234.2   3.40e-06
023-02-01-G-DA\LM_EOBO\7.7DFO_Jet   1.32e-06    234.2   4.72e-06
023-02-01-G-DB\ME_EOBO\7.7DFO_Jet   2.26e-07    233.9   4.94e-06
023-02-01-G-DA\ME_EOBO\7.7DFO_Jet   2.26e-07    233.9   5.17e-06
045-02-01-G\LM_EOBX\2.9FFO_Jet      5.03e-09    228.7   5.18e-06
023-01-01-G-DB\LM_EOBX\14.5DFO_Jet  9.10e-11    215.9   5.18e-06
023-01-01-G-DA\LM_EOBX\14.5DFO_Jet  9.10e-11    215.9   5.18e-06
023-01-01-G-DB\LM_EOBO\14.5DFO_Jet  1.81e-08    211.3   5.19e-06
023-01-01-G-DA\LM_EOBO\14.5DFO_Jet  1.81e-08    211.3   5.21e-06
023-02-01-G-DB\ME_EXBX\2.9FFX_Jet   1.27e-08    210.2   5.22e-06
023-02-01-G-DB\ME_EXBX\2.9FFO_Jet   3.63e-11    210.2   5.22e-06
023-02-01-G-DA\ME_EXBX\2.9FFX_Jet   1.27e-08    210.2   5.24e-06
023-02-01-G-DA\ME_EXBX\2.9FFO_Jet   3.63e-11    210.2   5.24e-06
023-02-01-G-DB\LM_EOBX\2.9FFO_Jet   6.85e-09    209.5   5.24e-06
023-02-01-G-DA\LM_EOBX\2.9FFO_Jet   6.85e-09    209.5   5.25e-06
023-02-01-G-DB\LM_EOBO\2.9FFO_Jet   1.36e-06    205.7   6.61e-06
023-02-01-G-DA\LM_EOBO\2.9FFO_Jet   1.36e-06    205.7   7.98e-06
045-01-G\MA_EXBX\14.5DFX_Jet        6.02e-10    203.9   7.98e-06
045-01-G\MA_EXBX\14.5DFO_Jet        1.20e-11    203.9   7.98e-06
045-01-G\MA_EXBO\14.5DFO_Jet        2.39e-09    203.6   7.98e-06
023-02-01-G-DB\ME_EXBO\2.9FFO_Jet   7.23e-09    202.6   7.99e-06
023-02-01-G-DA\ME_EXBO\2.9FFO_Jet   7.23e-09    202.6   7.99e-06
023-01-01-G-DB\LM_EOBX\7.7DFO_Jet   9.74e-10    201.6   8.00e-06
023-01-01-G-DA\LM_EOBX\7.7DFO_Jet   9.74e-10    201.6   8.00e-06
023-01-01-G-DB\LM_EOBO\7.7DFO_Jet   1.94e-07    198.1   8.19e-06
023-01-01-G-DA\LM_EOBO\7.7DFO_Jet   1.94e-07    198.1   8.38e-06
045-01-G\MA_EXBX\7.7DFX_Jet         6.45e-09    192.8   8.39e-06
045-01-G\MA_EXBX\7.7DFO_Jet         1.28e-10    192.8   8.39e-06
045-01-G\MA_EXBO\7.7DFO_Jet         2.55e-08    192.5   8.42e-06
045-01-G\MA_EXBX\2.9FFX_Jet         6.65e-09    185.8   8.42e-06
045-01-G\MA_EXBX\2.9FFO_Jet         1.32e-10    185.8   8.42e-06
045-01-G\MA_EXBO\2.9FFO_Jet         2.64e-08    185.5   8.45e-06
023-02-01-G-DB\ME_EOBX\2.9FFO_Jet   1.17e-09    182.0   8.45e-06
023-02-01-G-DA\ME_EOBX\2.9FFO_Jet   1.17e-09    182.0   8.45e-06
023-02-01-G-DB\ME_EOBO\2.9FFO_Jet   2.34e-07    178.1   8.69e-06
023-02-01-G-DA\ME_EOBO\2.9FFO_Jet   2.34e-07    178.1   8.92e-06
045-02-01-G\LM_EOBO\2.9FFO_Jet      1.00e-06    177.5   9.92e-06
023-01-01-G-DB\LM_EOBX\2.9FFO_Jet   1.01e-09    166.8   9.92e-06
023-01-01-G-DA\LM_EOBX\2.9FFO_Jet   1.01e-09    166.8   9.92e-06
023-01-01-G-DB\LM_EOBO\2.9FFO_Jet   2.00e-07    165.8   1.01e-05
023-01-01-G-DA\LM_EOBO\2.9FFO_Jet   2.00e-07    165.8   1.03e-05
045-01-G\ME_EOBX\14.5DFO_Jet        1.04e-09    143.8   1.03e-05
045-01-G\ME_EOBO\14.5DFO_Jet        2.06e-07    143.8   1.05e-05
045-01-G\ME_EOBX\7.7DFO_Jet         1.11e-08    140.0   1.05e-05
045-01-G\ME_EOBO\7.7DFO_Jet         2.21e-06    140.0   1.27e-05
045-01-G\ME_EOBX\2.9FFO_Jet         1.14e-08    136.7   1.28e-05
045-01-G\ME_EOBO\2.9FFO_Jet         2.28e-06    136.7   1.50e-05
045-01-G\MA_EOBX\14.5DFO_Jet        5.87e-10    131.2   1.50e-05
045-01-G\MA_EOBO\14.5DFO_Jet        1.17e-07    131.2   1.51e-05
045-01-G\MA_EOBX\7.7DFO_Jet         6.29e-09    130.0   1.52e-05
045-01-G\MA_EOBO\7.7DFO_Jet         1.25e-06    130.0   1.64e-05
045-01-G\MA_EOBX\2.9FFO_Jet         6.49e-09    129.3   1.64e-05
045-01-G\MA_EOBO\2.9FFO_Jet         1.29e-06    129.3   1.77e-05
045-03-G\LM_EXBN\14.5DFX_Jet        0.00e+00      0.0   1.77e-05
045-03-G\LM_EXBN\14.5DFO_Jet        0.00e+00      0.0   1.77e-05
045-03-G\LM_EXBN\7.7DFX_Jet         0.00e+00      0.0   1.77e-05
045-03-G\LM_EXBN\7.7DFO_Jet         0.00e+00      0.0   1.77e-05
045-03-G\LM_EXBN\2.9FFX_Jet         0.00e+00      0.0   1.77e-05
045-03-G\LM_EXBN\2.9FFO_Jet         0.00e+00      0.0   1.77e-05
045-03-G\LM_EOBN\14.5DFO_Jet        0.00e+00      0.0   1.77e-05
045-03-G\LM_EOBN\7.7DFO_Jet         0.00e+00      0.0   1.77e-05
045-03-G\LM_EOBN\2.9FFO_Jet         0.00e+00      0.0   1.77e-05
045-02-02-L\LM_EXBN\14.5DFX_Jet     0.00e+00      0.0   1.77e-05
045-02-02-L\LM_EXBN\14.5DFO_Jet     0.00e+00      0.0   1.77e-05
045-02-02-L\LM_EXBN\7.7DFX_Jet      0.00e+00      0.0   1.77e-05
045-02-02-L\LM_EXBN\7.7DFO_Jet      0.00e+00      0.0   1.77e-05
045-02-02-L\LM_EXBN\2.9FFX_Jet      0.00e+00      0.0   1.77e-05
045-02-02-L\LM_EXBN\2.9FFO_Jet      0.00e+00      0.0   1.77e-05
045-02-02-L\LM_EOBN\14.5DFO_Jet     0.00e+00      0.0   1.77e-05
045-02-02-L\LM_EOBN\7.7DFO_Jet      0.00e+00      0.0   1.77e-05
045-02-02-L\LM_EOBN\2.9FFO_Jet      0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EXBX\14.5DFX_Jet     0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EXBX\14.5DFO_Jet     0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EXBX\7.7DFX_Jet      0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EXBX\7.7DFO_Jet      0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EXBX\2.9FFX_Jet      0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EXBX\2.9FFO_Jet      0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EXBO\14.5DFO_Jet     0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EXBO\7.7DFO_Jet      0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EXBO\2.9FFO_Jet      0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EOBX\14.5DFO_Jet     0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EOBX\7.7DFO_Jet      0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EOBX\2.9FFO_Jet      0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EOBO\14.5DFO_Jet     0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EOBO\7.7DFO_Jet      0.00e+00      0.0   1.77e-05
045-02-01-G\SM_EOBO\2.9FFO_Jet      0.00e+00      0.0   1.77e-05
045-01-G\SM_EXBX\14.5DFX_Jet        0.00e+00      0.0   1.77e-05
045-01-G\SM_EXBX\14.5DFO_Jet        0.00e+00      0.0   1.77e-05
045-01-G\SM_EXBX\7.7DFX_Jet         0.00e+00      0.0   1.77e-05
045-01-G\SM_EXBX\7.7DFO_Jet         0.00e+00      0.0   1.77e-05
045-01-G\SM_EXBX\2.9FFX_Jet         0.00e+00      0.0   1.77e-05
045-01-G\SM_EXBX\2.9FFO_Jet         0.00e+00      0.0   1.77e-05
045-01-G\SM_EXBO\14.5DFO_Jet        0.00e+00      0.0   1.77e-05
045-01-G\SM_EXBO\7.7DFO_Jet         0.00e+00      0.0   1.77e-05
045-01-G\SM_EXBO\2.9FFO_Jet         0.00e+00      0.0   1.77e-05
045-01-G\SM_EOBX\14.5DFO_Jet        0.00e+00      0.0   1.77e-05
045-01-G\SM_EOBX\7.7DFO_Jet         0.00e+00      0.0   1.77e-05
045-01-G\SM_EOBX\2.9FFO_Jet         0.00e+00      0.0   1.77e-05
045-01-G\SM_EOBO\14.5DFO_Jet        0.00e+00      0.0   1.77e-05
045-01-G\SM_EOBO\7.7DFO_Jet         0.00e+00      0.0   1.77e-05
045-01-G\SM_EOBO\2.9FFO_Jet         0.00e+00      0.0   1.77e-05
043-03-G\LM_EXBN\14.5DFX_Jet        0.00e+00      0.0   1.77e-05
043-03-G\LM_EXBN\14.5DFO_Jet        0.00e+00      0.0   1.77e-05
043-03-G\LM_EXBN\7.7DFX_Jet         0.00e+00      0.0   1.77e-05
043-03-G\LM_EXBN\7.7DFO_Jet         0.00e+00      0.0   1.77e-05
043-03-G\LM_EXBN\2.9FFX_Jet         0.00e+00      0.0   1.77e-05
043-03-G\LM_EXBN\2.9FFO_Jet         0.00e+00      0.0   1.77e-05
043-03-G\LM_EOBN\14.5DFO_Jet        0.00e+00      0.0   1.77e-05
043-03-G\LM_EOBN\7.7DFO_Jet         0.00e+00      0.0   1.77e-05
043-03-G\LM_EOBN\2.9FFO_Jet         0.00e+00      0.0   1.77e-05
043-03-G\ME_EXBN\14.5DFX_Jet        0.00e+00      0.0   1.77e-05
043-03-G\ME_EXBN\14.5DFO_Jet        0.00e+00      0.0   1.77e-05
043-03-G\ME_EXBN\7.7DFX_Jet         0.00e+00      0.0   1.77e-05
043-03-G\ME_EXBN\7.7DFO_Jet         0.00e+00      0.0   1.77e-05
043-03-G\ME_EXBN\2.9FFX_Jet         0.00e+00      0.0   1.77e-05
043-03-G\ME_EXBN\2.9FFO_Jet         0.00e+00      0.0   1.77e-05
043-03-G\ME_EOBN\14.5DFO_Jet        0.00e+00      0.0   1.77e-05
043-03-G\ME_EOBN\7.7DFO_Jet         0.00e+00      0.0   1.77e-05
043-03-G\ME_EOBN\2.9FFO_Jet         0.00e+00      0.0   1.77e-05
043-03-G\SM_EXBN\14.5DFX_Jet        0.00e+00      0.0   1.77e-05
043-03-G\SM_EXBN\14.5DFO_Jet        0.00e+00      0.0   1.77e-05
043-03-G\SM_EXBN\7.7DFX_Jet         0.00e+00      0.0   1.77e-05
043-03-G\SM_EXBN\7.7DFO_Jet         0.00e+00      0.0   1.77e-05
043-03-G\SM_EXBN\2.9FFX_Jet         0.00e+00      0.0   1.77e-05
043-03-G\SM_EXBN\2.9FFO_Jet         0.00e+00      0.0   1.77e-05
043-03-G\SM_EOBN\14.5DFO_Jet        0.00e+00      0.0   1.77e-05
043-03-G\SM_EOBN\7.7DFO_Jet         0.00e+00      0.0   1.77e-05
043-03-G\SM_EOBN\2.9FFO_Jet         0.00e+00      0.0   1.77e-05
023-02-02-L\LM_EXBN\14.5DFX_Jet     0.00e+00      0.0   1.77e-05
023-02-02-L\LM_EXBN\14.5DFO_Jet     0.00e+00      0.0   1.77e-05
023-02-02-L\LM_EXBN\7.7DFX_Jet      0.00e+00      0.0   1.77e-05
023-02-02-L\LM_EXBN\7.7DFO_Jet      0.00e+00      0.0   1.77e-05
023-02-02-L\LM_EXBN\2.9FFX_Jet      0.00e+00      0.0   1.77e-05
023-02-02-L\LM_EXBN\2.9FFO_Jet      0.00e+00      0.0   1.77e-05
023-02-02-L\LM_EOBN\14.5DFO_Jet     0.00e+00      0.0   1.77e-05
023-02-02-L\LM_EOBN\7.7DFO_Jet      0.00e+00      0.0   1.77e-05
023-02-02-L\LM_EOBN\2.9FFO_Jet      0.00e+00      0.0   1.77e-05
023-02-02-L\SM_EXBN\14.5DFX_Jet     0.00e+00      0.0   1.77e-05
023-02-02-L\SM_EXBN\14.5DFO_Jet     0.00e+00      0.0   1.77e-05
023-02-02-L\SM_EXBN\7.7DFX_Jet      0.00e+00      0.0   1.77e-05
023-02-02-L\SM_EXBN\7.7DFO_Jet      0.00e+00      0.0   1.77e-05
023-02-02-L\SM_EXBN\2.9FFX_Jet      0.00e+00      0.0   1.77e-05
023-02-02-L\SM_EXBN\2.9FFO_Jet      0.00e+00      0.0   1.77e-05
023-02-02-L\SM_EOBN\14.5DFO_Jet     0.00e+00      0.0   1.77e-05
023-02-02-L\SM_EOBN\7.7DFO_Jet      0.00e+00      0.0   1.77e-05
023-02-02-L\SM_EOBN\2.9FFO_Jet      0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EXBX\14.5DFX_Jet  0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EXBX\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EXBX\7.7DFX_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EXBX\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EXBX\2.9FFX_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EXBX\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EXBO\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EXBO\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EXBO\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EOBX\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EOBX\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EOBX\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EOBO\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EOBO\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DB\SM_EOBO\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EXBX\14.5DFX_Jet  0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EXBX\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EXBX\7.7DFX_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EXBX\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EXBX\2.9FFX_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EXBX\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EXBO\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EXBO\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EXBO\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EOBX\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EOBX\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EOBX\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EOBO\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EOBO\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-02-01-G-DA\SM_EOBO\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-01-02-L\LM_EXBN\14.5DFX_Jet     0.00e+00      0.0   1.77e-05
023-01-02-L\LM_EXBN\14.5DFO_Jet     0.00e+00      0.0   1.77e-05
023-01-02-L\LM_EXBN\7.7DFX_Jet      0.00e+00      0.0   1.77e-05
023-01-02-L\LM_EXBN\7.7DFO_Jet      0.00e+00      0.0   1.77e-05
023-01-02-L\LM_EXBN\2.9FFX_Jet      0.00e+00      0.0   1.77e-05
023-01-02-L\LM_EXBN\2.9FFO_Jet      0.00e+00      0.0   1.77e-05
023-01-02-L\LM_EOBN\14.5DFO_Jet     0.00e+00      0.0   1.77e-05
023-01-02-L\LM_EOBN\7.7DFO_Jet      0.00e+00      0.0   1.77e-05
023-01-02-L\LM_EOBN\2.9FFO_Jet      0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EXBX\14.5DFX_Jet  0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EXBX\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EXBX\7.7DFX_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EXBX\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EXBX\2.9FFX_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EXBX\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EXBO\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EXBO\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EXBO\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EOBX\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EOBX\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EOBX\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EOBO\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EOBO\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\ME_EOBO\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EXBX\14.5DFX_Jet  0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EXBX\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EXBX\7.7DFX_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EXBX\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EXBX\2.9FFX_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EXBX\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EXBO\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EXBO\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EXBO\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EOBX\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EOBX\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EOBX\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EOBO\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EOBO\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DB\SM_EOBO\2.9FFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DA\ME_EXBX\14.5DFX_Jet  0.00e+00      0.0   1.77e-05
023-01-01-G-DA\ME_EXBX\14.5DFO_Jet  0.00e+00      0.0   1.77e-05
023-01-01-G-DA\ME_EXBX\7.7DFX_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DA\ME_EXBX\7.7DFO_Jet   0.00e+00      0.0   1.77e-05
023-01-01-G-DA\ME_EXBX\2.9FFX_Jet   0.00e+00      0.0   1.77e-05
